# Genepanel: TrioPU Version: 01 Date: 2016-01-21							
gene symbol		inheritance info	phenotype	inheritance	omim_number	PMID	
PAFAH1B1		!	Subcortical laminar heterotopia	AD	607432		
PAH	X		[Hyperphenylalaninemia, non-PKU mild]	AR	261600		
PAH			Phenylketonuria	AR	261600		Tas på nyfødtscreening, men aktuell for barn som ikke er inkludert i nyfødt screening
PAK3			Mental retardation, X-linked 30/47	XR	300558		
PALB2	X	!	{Pancreatic cancer, susceptibility to, 3}		613348		
PALB2	X	!	{Breast cancer, susceptibility to}	AD	114480		
PALB2		!	Fanconi anemia, complementation group N	AR	610832		
PAX8			Hypothyroidism, congenital, due to thyroid dysgenesis or hypoplasia	AR	218700		
PC			Thrombophilia due to protein C deficiency, autosomal recessive	AR	612304		
PC	X	!	Thrombophilia due to protein C deficiency, autosomal dominant	AD	176860		
PC			Pyruvate carboxylase deficiency	AR	266150		
PCBD1			Hyperphenylalaninemia, BH4-deficient, D	AR	264070		
PCCA			Propionicacidemia	AR	606054		
PCCB			Propionicacidemia	AR	606054		
PCDH19		!	Epileptic encephalopathy, early infantile, 9	XD	300088		
PCNT			Microcephalic osteodysplastic primordial dwarfism, type II	AR	210720		
PDE4D	X	!	{Stroke, susceptibility to, 1}		606799		
PDE4D			Acrodysostosis 2, with or without hormone resistance	AD	614613		
PDHA1			Pyruvate dehydrogenase E1-alpha deficiency	XD	312170		
PDHX		!	Lacticacidemia due to PDX1 deficiency	AR	245349		
PDSS1			Coenzyme Q10 deficiency, primary, 2	AR	614651		
PDSS2			Coenzyme Q10 deficiency, primary, 3	AR	614652		
PECR	X	!					
PEPD			Prolidase deficiency	AR	170100		
PEX1			Heimler syndrome 1	AR	234580		
PEX1			Peroxisome biogenesis disorder 1B (NALD/IRD)		601539		
PEX1			Peroxisome biogenesis disorder 1A (Zellweger)	AR	214100		
PEX10			Peroxisome biogenesis disorder 6B	AR	614871		
PEX10		!	Peroxisome biogenesis disorder 6A (Zellweger)	AR	614870		
PEX12			Peroxisome biogenesis disorder 3B	AR	266510		
PEX12			Peroxisome biogenesis disorder 3A (Zellweger)		614859		
PEX13		!	Peroxisome biogenesis disorder 11B	AR	614885		
PEX13		!	Peroxisome biogenesis disorder 11A (Zellweger)	AR	614883		
PEX14		!	Peroxisome biogenesis disorder 13A (Zellweger)	AR	614887		
PEX16		!	Peroxisome biogenesis disorder 8B	AR	614877		
PEX16		!	Peroxisome biogenesis disorder 8A, (Zellweger)	AR	614876		
PEX19			Peroxisome biogenesis disorder 12A (Zellweger)		614886		
PEX2			Peroxisome biogenesis disorder 5B	AR	614867		
PEX2			Peroxisome biogenesis disorder 5A (Zellweger)	AR	614866		
PEX26		!	Peroxisome biogenesis disorder 7B	AR	614873		
PEX26		!	Peroxisome biogenesis disorder 7A (Zellweger)	AR	614872		
PEX3			Peroxisome biogenesis disorder 10A (Zellweger)		614882		
PEX5			Rhizomelic chondrodysplasia punctata, type 5	AR	616716		
PEX5			Peroxisome biogenesis disorder 2B	AR	202370		
PEX5			Peroxisome biogenesis disorder 2A (Zellweger)	AR	214110		
PEX6			Peroxisome biogenesis disorder 4B	AR	614863		
PEX6		!	Peroxisome biogenesis disorder 4A (Zellweger)	AR	614862		
PEX6	X	!	Heimler syndrome 2	AR	616617		
PEX7			Rhizomelic chondrodysplasia punctata, type 1	AR	215100		
PEX7		!	Peroxisome biogenesis disorder 9B	AR	614879		
PGK1			Phosphoglycerate kinase 1 deficiency	XR	300653		
PHF6			Borjeson-Forssman-Lehmann syndrome	XR	301900		
PHF8		!	Mental retardation syndrome, X-linked, Siderius type	XR	300263		
PHGDH			Phosphoglycerate dehydrogenase deficiency	AR	601815		
PHGDH			Neu-Laxova syndrome 1	AR	256520		
PHIP		!	PHIP-associated mental retardation	AD			
PIGA	X	!	Paroxysmal nocturnal hemoglobinuria, somatic		300818		
PIGA			Multiple congenital anomalies-hypotonia-seizures syndrome 2	XR	300868		
PIGL			CHIME syndrome	AR	280000		
PIGN			Multiple congenital anomalies-hypotonia-seizures syndrome 1	AR	614080		
PIGO			Hyperphosphatasia with mental retardation syndrome 2	AR	614749		
PIGV			Hyperphosphatasia with mental retardation syndrome 1	AR	239300		
PIK3CA			Cowden syndrome 5	AD	615108		
PIK3CA	X	!	Nevus, epidermal, somatic		162900		
PIK3CA	X	!	Colorectal cancer, somatic		114500		
PIK3CA			Megalencephaly-capillary malformation-polymicrogyria syndrome, somatic		602501		
PIK3CA	X	!	CLOVE syndrome, somatic		612918		
PIK3CA	X	!	Keratosis, seborrheic, somatic		182000		
PIK3CA	X	!	Breast cancer, somatic		114480		
PIK3CA	X	!	Hepatocellular carcinoma, somatic		114550		
PIK3CA	X	!	Ovarian cancer, somatic		167000		
PIK3CA	X	!	Gastric cancer, somatic		613659		
PIK3CA	X	!	Nonsmall cell lung cancer, somatic		211980		
PIK3R2			Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1	AD	603387		
PLA2G6			Infantile neuroaxonal dystrophy 1	AR	256600		
PLA2G6	X	!	Parkinson disease 14, autosomal recessive	AR	612953		
PLA2G6			Neurodegeneration with brain iron accumulation 2B	AR	610217		
PLCB1			Epileptic encephalopathy, early infantile, 12	AR	613722		
PLOD3			Lysyl hydroxylase 3 deficiency	AR	612394		
PLP1			Spastic paraplegia 2, X-linked	XR	312920		
PLP1			Pelizaeus-Merzbacher disease	XR	312080		
PMM2			Congenital disorder of glycosylation, type Ia	AR	212065		
PNKP			Microcephaly, seizures, and developmental delay	AR	613402		
PNKP			Ataxia-oculomotor apraxia 4	AR	616267		
POGZ			White-Sutton syndrome	AD	616364		
POLR3A			Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism	AR	607694		
POLR3B			Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	AR	614381		
POMGNT1	X	!	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 3	AR	613157		
POMGNT1			Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 3	AR	613151		
POMGNT1			Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3	AR	253280		
POMGNT2			Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 8	AR	614830		
POMT1			Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1	AR	609308		
POMT1			Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 1	AR	613155		
POMT1			Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1	AR	236670		
POMT2			Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 2	AR	613150		
POMT2			Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 2	AR	613158		
POMT2			Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 2	AR	613156		
PORCN			Focal dermal hypoplasia	XD	305600		
POU1F1			Pituitary hormone deficiency, combined, 1	AR;AD	613038		
PPP2R1A			Mental retardation, autosomal dominant 36	AD	616362		
PPT1			Ceroid lipofuscinosis, neuronal, 1	AR	256730		
PQBP1			Renpenning syndrome	XR	309500		
PRKAR1A			Acrodysostosis 1, with or without hormone resistance	AD	101800		
PRKAR1A	X	!	Pigmented nodular adrenocortical disease, primary, 1	AD	610489		
PRKAR1A	X	!	Myxoma, intracardiac	AR	255960		
PRKAR1A	X	!	Carney complex, type 1	AD	160980		
PRKAR1A	X	!	Adrenocortical tumor, somatic				
PRMT10	X	!					
PROP1			Pituitary hormone deficiency, combined, 2	AR	262600		
PRPS1	X	!	Charcot-Marie-Tooth disease, X-linked recessive, 5	XR	311070		
PRPS1			Arts syndrome	XR	301835		
PRPS1			Phosphoribosylpyrophosphate synthetase superactivity	XR	300661		
PRPS1	X	!	Gout, PRPS-related	XR	300661		
PRPS1	X	!	Deafness, X-linked 1	X	304500		
PRRX1		!	Agnathia-otocephaly complex	AD	202650		
PRSS12			Mental retardation, autosomal recessive 1	AR	249500		
PSAP			Krabbe disease, atypical	AR	611722		
PSAP			Gaucher disease, atypical		610539		
PSAP			Combined SAP deficiency	AR	611721		
PSAP			Metachromatic leukodystrophy due to SAP-b deficiency	AR	249900		
PSAT1			Neu-Laxova syndrome 2	AR	616038		
PSAT1			?Phosphoserine aminotransferase deficiency	AR	610992		
PSPH			Phosphoserine phosphatase deficiency	AR	614023		
PTCH1			Holoprosencephaly-7	AD	610828		
PTCH1	X	!	Basal cell nevus syndrome	AD	109400		
PTCH1	X	!	Basal cell carcinoma, somatic		605462		
PTEN			Lhermitte-Duclos syndrome	AD	158350		
PTEN			VATER association with macrocephaly and ventriculomegaly	AR	276950		
PTEN	X	!	Endometrial carcinoma, somatic		608089		
PTEN	X	!	Squamous cell carcinoma, head and neck, somatic		275355		
PTEN			Cowden syndrome 1	AD	158350		
PTEN	X	!	PTEN hamartoma tumor syndrome				
PTEN	X	!	{Prostate cancer, somatic}		176807		
PTEN			Bannayan-Riley-Ruvalcaba syndrome	AD	153480		
PTEN	X	!	Malignant melanoma, somatic		155600		
PTEN	X	!	{Meningioma}	AD	607174		
PTEN			Macrocephaly/autism syndrome	AD	605309		
PTEN	X	!	{Glioma susceptibility 2}		613028		
PTF1A			Pancreatic and cerebellar agenesis	AR	609069		
PTF1A	X	!	Pancreatic agenesis 2	AR	615935		
PTPN11	X	!	Leukemia, juvenile myelomonocytic, somatic		607785		
PTPN11			LEOPARD syndrome 1	AD	151100		
PTPN11			Noonan syndrome 1	AD	163950		
PTPN11	X	!	Metachondromatosis	AD	156250		
PTS			Hyperphenylalaninemia, BH4-deficient, A	AR	261640		
PYCR1		!	Cutis laxa, autosomal recessive, type IIIB	AR	614438		
PYCR1			Cutis laxa, autosomal recessive, type IIB	AR	612940		
QDPR			Hyperphenylalaninemia, BH4-deficient, C	AR	261630		
QKI	X	!					
RAB18			Warburg micro syndrome 3	AR	614222		
RAB23			Carpenter syndrome	AR	201000		
RAB39B			Mental retardation, X-linked 72	XR	300271		
RAB39B			?Waisman syndrome	XR	311510		
RAB3GAP1			Warburg micro syndrome 1	AR	600118		
RAB3GAP2			Warburg micro syndrome 2	AR	614225		
RAB3GAP2			Martsolf syndrome	AR	212720		
RAD21			Cornelia de Lange syndrome 4	AD	614701		
RAD50		!	Nijmegen breakage syndrome-like disorder	AR	613078		
RAD51C	X	!	{Breast-ovarian cancer, familial, susceptibility to, 3}		613399		
RAD51C			Fanconi anemia, complementation group O	AR	613390		
RAF1		!	LEOPARD syndrome 2	AD	611554		
RAF1	X	!	Cardiomyopathy, dilated, 1NN	AD	615916		
RAF1		!	Noonan syndrome 5	AD	611553		
RAI1			Smith-Magenis syndrome	AD;IC	182290		
RALGDS	X	!					
RANBP2			{Encephalopathy, acute, infection-induced, 3, susceptibility to}	AD	608033		
RARS2			Pontocerebellar hypoplasia, type 6	AR	611523		
RBM10			TARP syndrome	XR	311900		
RBM28			?Alopecia, neurologic defects, and endocrinopathy syndrome	AR	612079		
RECQL4			Rothmund-Thomson syndrome	AR	268400		
RECQL4	X	!	RAPADILINO syndrome	AR	266280		
RECQL4			Baller-Gerold syndrome	AR	218600		
RELN	X	!	{Epilepsy, familial temporal lobe, 7}	AD	616436		
RELN			Lissencephaly 2 (Norman-Roberts type)	AR	257320		
RET	X	!	Pheochromocytoma	AD	171300		Kommentar:RET-genet fjernes fra trio-liste, ikke PU, både AD og AR
RET	X	!	Multiple endocrine neoplasia IIB	AD	162300		
RET	X	!	Multiple endocrine neoplasia IIA	AD	171400		
RET	X	!	Medullary thyroid carcinoma	AD	155240		
RET	X	!	{Hirschsprung disease, susceptibility to, 1}	AD	142623		
RET	X	!	Central hypoventilation syndrome, congenital	AD	209880		
RET	X	!	Renal agenesis	AR	191830		
RFT1			Congenital disorder of glycosylation, type In	AR	612015		
RGS7	X	!					
RNASEH2A			Aicardi-Goutieres syndrome 4	AR	610333		
RNASEH2B			Aicardi-Goutieres syndrome 2	AR	610181		
RNASEH2C			Aicardi-Goutieres syndrome 3	AR	610329		
RNASET2			Leukoencephalopathy, cystic, without megalencephaly	AR	612951		
RNF135			Macrocephaly, macrosomia, facial dysmorphism syndrome		614192		
RNF168			RIDDLE syndrome	AR	611943		
ROGDI			Kohlschutter-Tonz syndrome	AR	226750		
ROR2			Robinow syndrome, autosomal recessive	AR	268310		
ROR2			Brachydactyly, type B1	AD	113000		
RPGRIP1L			Meckel syndrome 5	AR	611561		
RPGRIP1L		!	Joubert syndrome 7	AR	611560		
RPGRIP1L			COACH syndrome	AR	216360		
RPS19			Diamond-Blackfan anemia 1	AD	105650		
RPS6KA3			Mental retardation, X-linked 19	XD	300844		
RPS6KA3		!	Coffin-Lowry syndrome	XD	303600		
RYR1	X	!	{Malignant hyperthermia susceptibility 1}	AD	145600		
RYR1			Neuromuscular disease, congenital, with uniform type 1 fiber	AR;AD	117000		
RYR1			Minicore myopathy with external ophthalmoplegia	AR	255320		
RYR1	X	!	King-Denborough syndrome	AD	145600		
RYR1			Central core disease	AR;AD	117000		
SACS			Spastic ataxia, Charlevoix-Saguenay type	AR	270550		
SAMHD1		!	Aicardi-Goutieres syndrome 5	AR	612952		
SAMHD1	X	!	?Chilblain lupus 2	AD	614415		
SATB2			Glass syndrome	AD	612313		
SBDS	X	!	{Aplastic anemia, susceptibility to}		609135		
SBDS			Shwachman-Diamond syndrome	AR	260400		
SC5D		!	Lathosterolosis	AR	607330		
SCN1A	X	!	Migraine, familial hemiplegic, 3	AD	609634		
SCN1A	X	!	Febrile seizures, familial, 3A	AD	604403		
SCN1A			Epilepsy, generalized, with febrile seizures plus, type 2	AD	604403		
SCN1A			Dravet syndrome	AD	607208		
SCN1B		!	Epilepsy, generalized, with febrile seizures plus, type 1	AD	604233		Kun en pasient med moderat PU, tas med i panelet
SCN1B	X	!	Cardiac conduction defect, nonspecific		612838		
SCN1B	X	!	Brugada syndrome 5		612838		
SCN1B	X	!	Atrial fibrillation, familial, 13	AD	615377		
SCN2A	X	!	Seizures, benign familial infantile, 3	AD	607745		
SCN2A			Epileptic encephalopathy, early infantile, 11	AD	613721		
SCN8A			Epileptic encephalopathy, early infantile, 13	AD	614558		
SCN8A			?Cognitive impairment with or without cerebellar ataxia	AD	614306		
SCO1		!	Mitochondrial complex IV deficiency	AR	220110		
SCO2	X	!	Myopia 6	AD	608908		
SCO2			Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 1	AR	604377		
SDCCAG8		!	Senior-Loken syndrome 7	AR	613615		
SDCCAG8			Bardet-Biedl syndrome 16	AR	615993		
SDHA	X	!	Paragangliomas 5	AD	614165		
SDHA			Mitochondrial respiratory chain complex II deficiency	AR	252011		
SDHA		!	Leigh syndrome	AR	256000		
SDHA	X	!	Cardiomyopathy, dilated, 1GG		613642		
SDHAF1			Mitochondrial complex II deficiency	AR	252011		
SETBP1			Schinzel-Giedion midface retraction syndrome	AD	269150		
SETBP1			Mental retardation, autosomal dominant 29	AD	616078		
SGSH			Mucopolysaccharidisis type IIIA (Sanfilippo A)	AR	252900		
SHH	X	!	Microphthalmia with coloboma 5	AD	611638		
SHH			Holoprosencephaly-3	AD	142945		
SHH	X	!	Single median maxillary central incisor	AD	147250		
SHH		!	Schizencephaly	AD	269160		
SHOC2			Noonan-like syndrome with loose anagen hair	AD	607721		
SIL1			Marinesco-Sjogren syndrome	AR	248800		
SIX3			Schizencephaly		269160		
SIX3			Holoprosencephaly-2	AD;IC	157170		
SKI			Shprintzen-Goldberg syndrome	AD	182212		
SLC12A6			Agenesis of the corpus callosum with peripheral neuropathy	AR	218000		
SLC16A2			Allan-Herndon-Dudley syndrome	XD	300523		
SLC17A5			Sialic acid storage disorder, infantile	AR	269920		
SLC17A5			Salla disease	AR	604369		
SLC19A3			Thiamine metabolism dysfunction syndrome 2 (biotin- or thiamine-responsive encephalopathy type 2)	AR	607483		
SLC22A5			Carnitine deficiency, systemic primary	AR	212140		
SLC25A15			Hyperornithinemia-hyperammonemia-homocitrullinemia syndrome	AR	238970		
SLC25A19	X	!	Thiamine metabolism dysfunction syndrome 4 (progressive polyneuropathy type)	AR	613710		
SLC25A19			Microcephaly, Amish type	AR	607196		
SLC25A20		!	Carnitine-acylcarnitine translocase deficiency	AR	212138		Ikke PU, men hypotoni og letargi
SLC25A22			Epileptic encephalopathy, early infantile, 3	AR	609304		
SLC2A1	X	!	Dystonia 9	AD	601042		
SLC2A1	X	!	{Epilepsy, idiopathic generalized, susceptibility to, 12}	AD	614847		
SLC2A1			Stomatin-deficient cryohydrocytosis with neurologic defects	AD	608885		
SLC2A1			GLUT1 deficiency syndrome 2, childhood onset	AD	612126		
SLC2A1			GLUT1 deficiency syndrome 1, infantile onset, severe	AR;AD	606777		
SLC2A10			Arterial tortuosity syndrome	AR	208050		
SLC2A2	X	!	{Diabetes mellitus, noninsulin-dependent}	AD	125853		
SLC2A2			Fanconi-Bickel syndrome	AR	227810		
SLC33A1	X	!	Spastic paraplegia 42, autosomal dominant	AD	612539		
SLC33A1			Congenital cataracts, hearing loss, and neurodegeneration	AR	614482		
SLC35C1			Congenital disorder of glycosylation, type IIc	AR	266265		
SLC46A1			Folate malabsorption, hereditary	AR	229050		
SLC4A4			Renal tubular acidosis, proximal, with ocular abnormalities	AR	604278		
SLC52A3	X	!	Fazio-Londe disease	AR	211500		Genet utgår fra listen, gir ikke PU, men hjernenervepareser og ataksi
SLC52A3	X	!	Brown-Vialetto-Van Laere syndrome 1	AR	211530		
SLC5A5			Thyroid dyshormonogenesis 1	AR	274400		
SLC6A3			Parkinsonism-dystonia, infantile	AR	613135		
SLC6A3	X	!	{Nicotine dependence, protection against}		188890		
SLC6A5			Hyperekplexia 3	AR;AD	614618		
SLC6A8			Cerebral creatine deficiency syndrome 1	XR	300352		
SLC9A6			Mental retardation, X-linked syndromic, Christianson type	XD	300243		
SLX4			Fanconi anemia, complementation group P	AR	613951		
SMAD4	X	!	Polyposis, juvenile intestinal	AD	174900		
SMAD4	X	!	Pancreatic cancer, somatic		260350		
SMAD4			Myhre syndrome	AD	139210		
SMAD4	X	!	Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	AD	175050		
SMARCA2			Nicolaides-Baraitser syndrome	AD	601358		
SMARCA4			Mental retardation, autosomal dominant 16		614609		
SMARCA4	X	!	{Rhabdoid tumor predisposition syndrome 2}	AD	613325		
SMARCB1	X	!	{Schwannomatosis-1, susceptibility to}	AD	162091		
SMARCB1	X	!	{Rhabdoid predisposition syndrome 1}	AD	609322		
SMARCB1	X	!	Rhabdoid tumors, somatic		609322		
SMARCB1			Mental retardation, autosomal dominant 15		614608		
SMARCE1		!	{Meningioma, familial, susceptibility to}, Coffin Siris	AR	607174	25168959	
SMC1A		!	Cornelia de Lange syndrome 2	X	300590		
SMC3			Cornelia de Lange syndrome 3		610759		
SMOC1			Microphthalmia with limb anomalies	AR	206920		
SMPD1			Niemann-Pick disease, type B	AR	607616		
SMPD1			Niemann-Pick disease, type A	AR	257200		
SMS		!	Smith-Magenis syndrome	AD	182290		
SMS			Mental retardation, X-linked, Snyder-Robinson type	XR	309583		
SNAP29			Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome	AR	609528		
SNIP1			Psychomotor retardation, epilepsy, and craniofacial dysmorphism	AR	614501		
SNX3	X	!					
SOBP			Mental retardation, anterior maxillary protrusion, and strabismus	AR	613671		
SOS1			Noonan syndrome 4	AD	610733		
SOS1	X	!	?Fibromatosis, gingival, 1	AD	135300		
SOX10			Waardenburg syndrome, type 2E, with or without neurologic involvement	AD	611584		
SOX10			PCWH syndrome	AD	609136		
SOX10			Waardenburg syndrome, type 4C	AD	613266		
SOX2			Optic nerve hypoplasia and abnormalities of the central nervous system	AD	206900		
SOX2			Microphthalmia, syndromic 3	AD	206900		
SOX3	X	!	Panhypopituitarism, X-linked	X	312000		
SOX3		!	Mental retardation, X-linked, with isolated growth hormone deficiency	XR	300123		
SOX9			Campomelic dysplasia with autosomal sex reversal	AD	114290		
SOX9			Campomelic dysplasia	AD	114290		
SOX9			Acampomelic campomelic dysplasia	AD	114290		
SPG11	X	!	Amyotrophic lateral sclerosis 5, juvenile	AR	602099		
SPG11			Spastic paraplegia 11, autosomal recessive	AR	604360		
SPG11			Charcot-Marie-Tooth disease, axonal, type 2X	AR	616668		
SPR			Dystonia, dopa-responsive, due to sepiapterin reductase deficiency	AR;AD	612716		
SPRED1			Legius syndrome	AD	611431		
SPTAN1			Epileptic encephalopathy, early infantile, 5	AD	613477		
SRCAP			Floating-Harbor syndrome	AD	136140		
SRD5A3			Kahrizi syndrome	AR	612713		
SRD5A3			Congenital disorder of glycosylation, type Iq	AR	612379		
SRGAP3	X	!					
SRPX2			?Rolandic epilepsy, mental retardation, and speech dyspraxia	XR	300643		
ST3GAL3		!	Mental retardation, autosomal recessive 12	AR	611090		
ST3GAL3			Epileptic encephalopathy, early infantile, 15	AR	615006		
ST3GAL5		!	Amish infantile epilepsy syndrome	AR	609056		
STIL			Microcephaly 7, primary, autosomal recessive	AR	612703		
STRA6			Microphthalmia, syndromic 9	AR	601186		
STRA6			Microphthalmia, isolated, with coloboma 8	AR	601186		
STXBP1			Epileptic encephalopathy, early infantile, 4	AD	612164		
SUCLG1			Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria)	AR	245400		
SUMF1			Multiple sulfatase deficiency	AR	272200		
SURF1		!	Leigh syndrome, due to COX IV deficiency	AR	256000		
SURF1	X	!	Charcot-Marie-Tooth disease, type 4K	AD	616684		
SYN1			Epilepsy, X-linked, with variable learning disabilities and behavior disorders	XD;XR	300491		
SYNGAP1			Mental retardation, autosomal dominant 5	AD	612621		
SYP			Mental retardation, X-linked 96	XD	300802		
TAC3			Hypogonadotropic hypogonadism 10 with or without anosmia	AR	614839		
TACO1			Mitochondrial complex IV deficiency	AR;M	220110		
TAF2			Mental retardation, autosomal recessive 40	AR	615599		
TAT			Tyrosinemia, type II	AR	276600		
TAZ			Barth syndrome	XR	302060		
TBC1D24	X	!	Deafness , autosomal recessive 86	AR	614617		
TBC1D24			Myoclonic epilepsy, infantile, familial	AR	605021		
TBC1D24			Epileptic encephalopathy, early infantile, 16	AR	615338		
TBC1D24			DOOR syndrome	AR	220500		
TBC1D24	X	!	Deafness, autosomal dominant 65	AD	616044		
TBCE			Hypoparathyroidism-retardation-dysmorphism syndrome	AR	241410		
TBCE			Kenny-Caffey syndrome, type 1	AR	244460		
TCF4	X	!	{Diabetes mellitus, type 2, susceptibility to}	AD	125853		
TCF4			Pitt-Hopkins syndrome	AD	610954		
TCF4	X	!	Corneal dystrophy, Fuchs endothelial, 3	AD	613267		
TCTN1		!	Joubert syndrome 13	AR	614173		
TCTN2			Joubert syndrome 24	AR	616654		
TCTN2			?Meckel syndrome 8	AR	613885		
TFAP2A			Branchiooculofacial syndrome	AD	113620		
TFAP2B			Char syndrome	AD	169100		
TGFBR1	X	!	{Multiple self-healing squamous epithelioma, susceptibility to}	AD	132800		
TGFBR1			Loeys-Dietz syndrome 1	AD	609192		
TGFBR2			Loeys-Dietz syndrome 2	AD	610168		
TGFBR2	X	!	Esophageal cancer, somatic		133239		
TGFBR2	X	!	Colorectal cancer, hereditary nonpolyposis, type 6		614331		
TGIF1		!	Holoprosencephaly-4	AD	142946		
TH			Segawa syndrome, recessive	AR	605407		
THRA			Hypothyroidism, congenital, nongoitrous, 6	AD	614450		
TIMM8A	X	!	Deafness, X-linked 1, progressive				
TIMM8A			Mohr-Tranebjaerg syndrome	XR	304700		
TIMM8A		!	Jensen syndrome	XR	311150		
TK2			Mitochondrial DNA depletion syndrome 2 (myopathic type)	AR	609560		
TMCO1			Craniofacial dysmorphism, skeletal anomalies, and mental retardation syndrome	AR	213980		
TMEM135	X	!					
TMEM165			Congenital disorder of glycosylation, type IIk	AR	614727		
TMEM216			Meckel syndrome 2	AR	603194		
TMEM216			Joubert syndrome 2	AR	608091		
TMEM237			Joubert syndrome 14	AR	614424		
TMEM67	X	!	{Bardet-Biedl syndrome 14, modifier of}	AR	615991		
TMEM67			Nephronophthisis 11	AR	613550		
TMEM67			Meckel syndrome 3	AR	607361		
TMEM67			Joubert syndrome 6	AR	610688		
TMEM67			COACH syndrome	AR	216360		
TMEM70			Mitochondrial complex V (ATP synthase) deficiency, nuclear type 2	AR	614052		
TPP1			Spinocerebellar ataxia, autosomal recessive 7	AR	609270		
TPP1			Ceroid lipofuscinosis, neuronal, 2	AR	204500		
TRAPPC9			Mental retardation, autosomal recessive 13	AR	613192		
TREX1	X	!	{Systemic lupus erythematosus, susceptibility to}	AD	152700		
TREX1			Vasculopathy, retinal, with cerebral leukodystrophy	AD	192315		
TREX1	X	!	Chilblain lupus	AD	610448		
TREX1			Aicardi-Goutieres syndrome 1, dominant and recessive	AR;AD	225750		
TRIM32	X	!	Muscular dystrophy, limb-girdle, type 2H	AR	254110		
TRIM32			?Bardet-Biedl syndrome 11	AR	615988		
TSC1			Tuberous sclerosis-1	AD	191100		
TSC1	X	!	Lymphangioleiomyomatosis		606690		
TSC1			Focal cortical dysplasia, Taylor balloon cell type	AD	607341		
TSC2			Lymphangioleiomyomatosis, somatic		606690		
TSC2			Tuberous sclerosis-2	AD	613254		
TSEN2			Pontocerebellar hypoplasia type 2B	AR	612389		
TSEN34			Pontocerebellar hypoplasia type 2C		612390		
TSEN54			Pontocerebellar hypoplasia type 2A	AR	277470		
TSEN54			?Pontocerebellar hypoplasia type 5	AR	610204		
TSEN54			Pontocerebellar hypoplasia type 4	AR	225753		
TSPAN7			Mental retardation, X-linked 58		300210		
TTC19			Mitochondrial complex III deficiency, nuclear type 2	AR	615157		
TTC37			Trichohepatoenteric syndrome 1	AR	222470		
TTC8			Bardet-Biedl syndrome 8	AR	615985		
TTC8	X	!	?Retinitis pigmentosa 51		613464		
TTI2			Mental retardation, autosomal recessive 39	AR	615541		
TTN	X	!	Tibial muscular dystrophy, tardive	AD	600334		TTN-genet går ut, ikke PU, veldig stort gen (363 eksons, 26.000 AA) med mange missense-mutasjoner  og mange VUSer
TTN	X	!	Myopathy, proximal, with early respiratory muscle involvement		603689		
TTN	X	!	Myopathy, early-onset, with fatal cardiomyopathy	AR	611705		
TTN	X	!	Muscular dystrophy, limb-girdle, type 2J	AR	608807		
TTN	X	!	Cardiomyopathy, familial hypertrophic, 9		613765		
TTN	X	!	Cardiomyopathy, dilated, 1G		604145		
TUBA1A			Lissencephaly 3	AD	611603		
TUBA8			Polymicrogyria with optic nerve hypoplasia	AR	613180		
TUBB2A			Cortical dysplasia, complex, with other brain malformations 5	AD	615763		
TUBB2B			Polymicrogyria, symmetric or asymmetric	AD	610031		
TUBB4A			Leukodystrophy, hypomyelinating, 6	AD	612438		
TUBB4A	X	!	Dystonia 4, torsion, autosomal dominant	AD	128101		
TUBGCP6			Microcephaly and chorioretinopathy, autosomal recessive, 1	AR	251270		
TUFM		!	Combined oxidative phosphorylation deficiency 4	AR	610678		
TUSC3			Mental retardation, autosomal recessive 7		611093		
TWIST1	X	!	Robinow-Sorauf syndrome	AD	180750		
TWIST1			Craniosynostosis, type 1	AD	123100		
TWIST1			Saethre-Chotzen syndrome with eyelid anomalies	AD	101400		
TWIST1			Saethre-Chotzen syndrome	AD	101400		
UBE2A			Mental retardation, X-linked syndromic, Nascimento-type	XR	300860		
UBE3A			Angelman syndrome	IC	105830		
UBR1			Johanson-Blizzard syndrome	AR	243800		
UBR7	X	!					
UGT1A1	X	!	[Gilbert syndrome]	AR	143500		
UGT1A1	X	!	[Bilirubin, serum level of, QTL1]		601816		
UGT1A1	X	!	Hyperbilirubinemia, familial transient neonatal	AR	237900		
UGT1A1	X	!	Crigler-Najjar syndrome, type II	AR	606785		
