# Genepanel: PU Version: 01 Date: 2016-10-14        Post-processed: 2016-10-20 Removed genes: 2016-10-21
#gene symbol	phenotype	inheritance	omim_number	pmid	inheritance info	comment
POMT1	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1	AR	236670			
POMT1	Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 1	AR	613155			
POMT1	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1	AR	609308			
POMT2	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 2	AR	613150			
POMT2	Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 2	AR	613156			
POMT2	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 2	AR	613158			
PORCN	Focal dermal hypoplasia	XD	305600			
POU1F1	Pituitary hormone deficiency, combined, 1	AD;AR	613038			
PPP2R1A	Mental retardation, autosomal dominant 36	AD	616362			
PPP2R5D	Mental retardation, autosomal dominant 35	AD	616355			
PPT1	Ceroid lipofuscinosis, neuronal, 1	AR	256730			
PQBP1	Renpenning syndrome	XR	309500			
PRKAR1A	Acrodysostosis 1, with or without hormone resistance	AD	101800			
PRKAR1A	Carney complex, type 1	AD	160980			
PRKAR1A	Pigmented nodular adrenocortical disease, primary, 1	AD	610489			
PROP1	Pituitary hormone deficiency, combined, 2	AR	262600			
PRPS1	Arts syndrome	XR	301835			
PRPS1	Charcot-Marie-Tooth disease, X-linked recessive, 5	XR	311070			
PRPS1	Deafness, X-linked 1	X	304500			
PRPS1	Gout, PRPS-related	XR	300661			
PRPS1	Phosphoribosylpyrophosphate synthetase superactivity	XR	300661			
PRRX1	Agnathia-otocephaly complex	AD;AR	202650			
PRSS12	Mental retardation, autosomal recessive 1	AR	249500			
PSAP	Combined SAP deficiency	AR	611721			
PSAP	Gaucher disease, atypical	AR	610539			
PSAP	Krabbe disease, atypical	AR	611722			
PSAP	Metachromatic leukodystrophy due to SAP-b deficiency	AR	249900			
PSAT1	?Phosphoserine aminotransferase deficiency	AR	610992			
PSAT1	Neu-Laxova syndrome 2	AR	616038			
PSPH	Phosphoserine phosphatase deficiency	AR	614023			
PTCH1	Holoprosencephaly 7	AD	610828			
PTDSS1	Lenz-Majewski hyperostotic dwarfism	AD	151050			
PTEN	Bannayan-Riley-Ruvalcaba syndrome	AD	153480			
PTEN	Cowden syndrome 1	AD	158350			
PTEN	Lhermitte-Duclos syndrome	AD	158350			
PTEN	Macrocephaly/autism syndrome	AD	605309			
PTEN	VATER association with macrocephaly and ventriculomegaly	AR	276950			
PTF1A	Pancreatic agenesis 2	AR	615935			
PTF1A	Pancreatic and cerebellar agenesis	AR	609069			
PTPN11	LEOPARD syndrome 1	AD	151100			
PTPN11	Metachondromatosis	AD	156250			
PTPN11	Noonan syndrome 1	AD	163950			
PTS	Hyperphenylalaninemia, BH4-deficient, A	AR	261640			
PUF60	Verheij syndrome	AD	615583			
PURA	Mental retardation, autosomal dominant 31	AD	616158			
PYCR1	Cutis laxa, autosomal recessive, type IIB	AR	612940			
PYCR1	Cutis laxa, autosomal recessive, type IIIB	AR	614438			
QARS	Microcephaly, progressive, seizures, and cerebral and cerebellar atrophy	AR	615760			
QDPR	Hyperphenylalaninemia, BH4-deficient, C	AR	261630			
RAB18	Warburg micro syndrome 3	AR	614222			
RAB23	Carpenter syndrome	AR	201000			
RAB39B	?Waisman syndrome	XR	311510			
RAB39B	Mental retardation, X-linked 72	XR	300271			
RAB3GAP1	Warburg micro syndrome 1	AR	600118			
RAB3GAP2	Martsolf syndrome	AR	212720			
RAB3GAP2	Warburg micro syndrome 2	AR	614225			
RAD21	Cornelia de Lange syndrome 4	AD	614701			
RAD50	Nijmegen breakage syndrome-like disorder		613078			
RAD51C	Fanconi anemia, complementation group O	AR	613390			
RAF1	LEOPARD syndrome 2	AD	611554			
RAF1	Noonan syndrome 5	AD	611553			
RAI1	Smith-Magenis syndrome	AD;IC	182290			
RANBP2	{Encephalopathy, acute, infection-induced, 3, susceptibility to}	AD	608033			
RARB	Microphthalmia, syndromic 12	AD	615524			
RARS2	Pontocerebellar hypoplasia, type 6	AR	611523			
RBM10	TARP syndrome	XR	311900			
RBM28	?Alopecia, neurologic defects, and endocrinopathy syndrome	AR	612079			
RBPJ	Adams-Oliver syndrome 3	AD	614814			
RECQL4	Baller-Gerold syndrome	AR	218600			
RECQL4	RAPADILINO syndrome	AR	266280			
RECQL4	Rothmund-Thomson syndrome	AR	268400			
RELN	Lissencephaly 2 (Norman-Roberts type)	AR	257320			
RELN	{Epilepsy, familial temporal lobe, 7}	AD	616436			
RFT1	Congenital disorder of glycosylation, type In	AR	612015			
RIT1	Noonan syndrome 8	AD	615355			
RMND1	Combined oxidative phosphorylation deficiency 11	AR	614922			
RNASEH2A	Aicardi-Goutieres syndrome 4	AR	610333			
RNASEH2B	Aicardi-Goutieres syndrome 2	AR	610181			
RNASEH2C	Aicardi-Goutieres syndrome 3	AR	610329			
RNASET2	Leukoencephalopathy, cystic, without megalencephaly	AR	612951			
RNF135	Macrocephaly, macrosomia, facial dysmorphism syndrome	AD	614192			
RNF168	RIDDLE syndrome	AR	611943			
ROGDI	Kohlschutter-Tonz syndrome	AR	226750			
ROR2	Brachydactyly, type B1	AD	113000			
ROR2	Robinow syndrome, autosomal recessive	AR	268310			
RPGRIP1L	COACH syndrome	AR	216360			
RPGRIP1L	Joubert syndrome 7	AR	611560			
RPGRIP1L	Meckel syndrome 5	AR	611561			
RPS19	Diamond-Blackfan anemia 1	AD	105650			
RPS6KA3	Coffin-Lowry syndrome	XD;IC	303600			
RPS6KA3	Mental retardation, X-linked 19	XD	300844			
RTEL1	Dyskeratosis congenita, autosomal dominant 4	AD;AR	615190			
RTEL1	Dyskeratosis congenita, autosomal recessive 5	AD;AR	615190			
RTEL1	Pulmonary fibrosis and/or bone marrow failure, telomere-related, 3	AD	616373			
RTTN	Microcephaly, short stature, and polymicrogyria with seizures	AR	614833			
RYR1	Central core disease	AD;AR	117000			
RYR1	King-Denborough syndrome	AD	145600			
RYR1	Minicore myopathy with external ophthalmoplegia	AR	255320			
RYR1	Neuromuscular disease, congenital, with uniform type 1 fiber	AD;AR	117000			
SACS	Spastic ataxia, Charlevoix-Saguenay type	AR	270550			
SAMHD1	?Chilblain lupus 2	AD	614415			
SAMHD1	Aicardi-Goutieres syndrome 5	AR	612952			
SATB2	Glass syndrome	AD	612313			
SBDS	Shwachman-Diamond syndrome	AR	260400			
SC5D	Lathosterolosis	AD	607330			
SCN1A	Dravet syndrome	AD	607208			
SCN1A	Epilepsy, generalized, with febrile seizures plus, type 2	AD	604403			
SCN1A	Febrile seizures, familial, 3A	AD	604403			
SCN1A	Migraine, familial hemiplegic, 3	AD	609634			
SCN1B	Atrial fibrillation, familial, 13	AD	615377			
SCN1B	Epilepsy, generalized, with febrile seizures plus, type 1	AD	604233			
SCN2A	Epileptic encephalopathy, early infantile, 11	AD	613721			
SCN2A	Seizures, benign familial infantile, 3	AD	607745			
SCN8A	?Cognitive impairment with or without cerebellar ataxia	AD	614306			
SCN8A	Epileptic encephalopathy, early infantile, 13	AD	614558			
SCN8A	Seizures, benign familial infantile, 5	AD	617080			
SCO1	Mitochondrial complex IV deficiency	M;AR	220110			
SCO2	Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 1	AR	604377			
SCO2	Myopia 6	AD	608908			
SDCCAG8	Bardet-Biedl syndrome 16	AR	615993			
SDCCAG8	Senior-Loken syndrome 7	AR	613615			
SDHA	Leigh syndrome	M;AR	256000			
SDHA	Mitochondrial respiratory chain complex II deficiency	AR	252011			
SDHA	Paragangliomas 5	AD	614165			
SDHAF1	Mitochondrial complex II deficiency	AR	252011			
SETBP1	Mental retardation, autosomal dominant 29	AD	616078			
SETBP1	Schinzel-Giedion midface retraction syndrome	AD	269150			
SETD5	Mental retardation, autosomal dominant 23	AD	615761			
SGSH	Mucopolysaccharidosis type IIIA (Sanfilippo A)	AR	252900			
SHH	Holoprosencephaly 3	AD	142945			
SHH	Microphthalmia with coloboma 5	AD	611638			
SHH	Schizencephaly	AD	269160			
SHH	Single median maxillary central incisor	AD	147250			
SHOC2	Noonan-like syndrome with loose anagen hair	AD	607721			
SIL1	Marinesco-Sjogren syndrome	AR	248800			
SIX3	Holoprosencephaly 2	AD;IC	157170			
SIX3	Schizencephaly	AD	269160			
SKI	Shprintzen-Goldberg syndrome	AD	182212			
SLC12A6	Agenesis of the corpus callosum with peripheral neuropathy	AR	218000			
SLC13A5	Epileptic encephalopathy, early infantile, 25	AR	615905			
SLC16A2	Allan-Herndon-Dudley syndrome	XD	300523			
SLC17A5	Salla disease	AR	604369			
SLC17A5	Sialic acid storage disorder, infantile	AR	269920			
SLC19A3	Thiamine metabolism dysfunction syndrome 2 (biotin- or thiamine-responsive encephalopathy type 2)	AR	607483			
SLC22A5	Carnitine deficiency, systemic primary	AR	212140			
SLC25A15	Hyperornithinemia-hyperammonemia-homocitrullinemia syndrome	AR	238970			
SLC25A19	Microcephaly, Amish type	AR	607196			
SLC25A19	Thiamine metabolism dysfunction syndrome 4 (progressive polyneuropathy type)	AR	613710			
SLC25A20	Carnitine-acylcarnitine translocase deficiency	AR	212138			
SLC25A22	Epileptic encephalopathy, early infantile, 3	AR	609304			
SLC2A1	Dystonia 9	AD	601042			
SLC2A1	GLUT1 deficiency syndrome 1, infantile onset, severe	AD;AR	606777			
SLC2A1	GLUT1 deficiency syndrome 2, childhood onset	AD	612126			
SLC2A1	Stomatin-deficient cryohydrocytosis with neurologic defects	AD	608885			
SLC2A10	Arterial tortuosity syndrome	AR	208050			
SLC2A2	Fanconi-Bickel syndrome	AR	227810			
SLC33A1	Congenital cataracts, hearing loss, and neurodegeneration	AR	614482			
SLC33A1	Spastic paraplegia 42, autosomal dominant	AD	612539			
SLC35A2	Congenital disorder of glycosylation, type IIm	XD	300896			
SLC35C1	Congenital disorder of glycosylation, type IIc	AR	266265			
SLC46A1	Folate malabsorption, hereditary	AR	229050			
SLC4A4	Renal tubular acidosis, proximal, with ocular abnormalities	AR	604278			
SLC5A5	Thyroid dyshormonogenesis 1	AR	274400			
SLC6A3	Parkinsonism-dystonia, infantile	AR	613135			
SLC6A5	Hyperekplexia 3	AD;AR	614618			
SLC6A8	Cerebral creatine deficiency syndrome 1	XR	300352			
SLC9A6	Mental retardation, X-linked syndromic, Christianson type	XD	300243			
SLX4	Fanconi anemia, complementation group P	AR	613951			
SMAD4	Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	AD	175050			
SMAD4	Myhre syndrome	AD	139210			
SMAD4	Polyposis, juvenile intestinal	AD	174900			
SMARCA2	Nicolaides-Baraitser syndrome	AD	601358			
SMARCA4	Coffin-Siris syndrome 4	AD	614609			
SMARCA4	{Rhabdoid tumor predisposition syndrome 2}	AD	613325			
SMARCB1	Coffin-Siris syndrome 3	AD	614608			
SMARCB1	{Rhabdoid predisposition syndrome 1}	AD	609322			
SMARCB1	{Schwannomatosis-1, susceptibility to}	AD	162091			
SMARCE1	Coffin-Siris syndrome 5	AD	616938			
SMARCE1	{Meningioma, familial, susceptibility to}	AD	607174			
SMC1A	Cornelia de Lange syndrome 2	XLD	300590			
SMC3	Cornelia de Lange syndrome 3	AD	610759			
SMOC1	Microphthalmia with limb anomalies	AR	206920			
SMPD1	Niemann-Pick disease, type A	AR	257200			
SMPD1	Niemann-Pick disease, type B	AR	607616			
SMS	Mental retardation, X-linked, Snyder-Robinson type	XR	309583			
SMS	Smith-Magenis syndrome	AD;IC	182290			
SNAP29	Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome	AR	609528			
SNIP1	Psychomotor retardation, epilepsy, and craniofacial dysmorphism	AR	614501			
SNRPB	Cerebrocostomandibular syndrome	AD;AR	117650			
SNX14	Spinocerebellar ataxia, autosomal recessive 20	AR	616354			
SOBP	Mental retardation, anterior maxillary protrusion, and strabismus	AR	613671			
SOS1	?Fibromatosis, gingival, 1	AD	135300			
SOS1	Noonan syndrome 4	AD	610733			
SOX10	PCWH syndrome	AD	609136			
SOX10	Waardenburg syndrome, type 2E, with or without neurologic involvement	AD	611584			
SOX10	Waardenburg syndrome, type 4C	AD	613266			
SOX11	Mental retardation, autosomal dominant, 27	AD	615866			
SOX2	Microphthalmia, syndromic 3	AD	206900			
SOX2	Optic nerve hypoplasia and abnormalities of the central nervous system	AD	206900			
SOX3	Mental retardation, X-linked, with isolated growth hormone deficiency		300123			
SOX3	Panhypopituitarism, X-linked	X	312000			
SOX9	Acampomelic campomelic dysplasia	AD	114290			
SOX9	Campomelic dysplasia	AD	114290			
SOX9	Campomelic dysplasia with autosomal sex reversal	AD	114290			
SPEG	Centronuclear myopathy 5	AR	615959			
SPG11	Amyotrophic lateral sclerosis 5, juvenile	AR	602099			
SPG11	Charcot-Marie-Tooth disease, axonal, type 2X	AR	616668			
SPG11	Spastic paraplegia 11, autosomal recessive	AR	604360			
SPR	Dystonia, dopa-responsive, due to sepiapterin reductase deficiency	AD;AR	612716			
SPRED1	Legius syndrome	AD	611431			
SPTAN1	Epileptic encephalopathy, early infantile, 5	AD	613477			
SRCAP	Floating-Harbor syndrome	AD	136140			
SRD5A3	Congenital disorder of glycosylation, type Iq	AR	612379			
SRD5A3	Kahrizi syndrome	AR	612713			
SRPX2	?Rolandic epilepsy, mental retardation, and speech dyspraxia		300643			
ST3GAL3	Epileptic encephalopathy, early infantile, 15	AR	615006			
ST3GAL3	Mental retardation, autosomal recessive 12	AR	611090			
ST3GAL5	Salt and pepper developmental regression syndrome	AR	609056			
STAMBP	Microcephaly-capillary malformation syndrome	AR	614261			
STIL	Microcephaly 7, primary, autosomal recessive	AR	612703			
STRA6	Microphthalmia, isolated, with coloboma 8	AR	601186			
STRA6	Microphthalmia, syndromic 9	AR	601186			
STT3A	?Congenital disorder of glycosylation, type Iw	AR	615596			
STT3B	?Congenital disorder of glycosylation, type Ix	AR	615597			
STXBP1	Epileptic encephalopathy, early infantile, 4	AD	612164			
SUCLG1	Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria)	AR	245400			
SUMF1	Multiple sulfatase deficiency	AR	272200			
SURF1	Charcot-Marie-Tooth disease, type 4K	AR	616684			
SURF1	Leigh syndrome, due to COX IV deficiency	M;AR	256000			
SYN1	Epilepsy, X-linked, with variable learning disabilities and behavior disorders	XR;XD	300491			
SYNGAP1	Mental retardation, autosomal dominant 5	AD	612621			
SYP	Mental retardation, X-linked 96	XD	300802			
SZT2	Epileptic encephalopathy, early infantile, 18	AR	615476			
TAC3	Hypogonadotropic hypogonadism 10 with or without anosmia	AR	614839			
TACO1	Mitochondrial complex IV deficiency	M;AR	220110			
TAF2	Mental retardation, autosomal recessive 40	AR	615599			
TAT	Tyrosinemia, type II	AR	276600			
TAZ	Barth syndrome	XR	302060			
TBC1D24	DOOR syndrome	AR	220500			
TBC1D24	Deafness , autosomal recessive 86	AR	614617			
TBC1D24	Deafness, autosomal dominant 65	AD	616044			
TBC1D24	Epileptic encephalopathy, early infantile, 16	AR	615338			
TBC1D24	Myoclonic epilepsy, infantile, familial	AR	605021			
TBCE	Hypoparathyroidism-retardation-dysmorphism syndrome	AR	241410			
TBCE	Kenny-Caffey syndrome, type 1	AR	244460			
TCF12	Craniosynostosis 3	AD	615314			
TCF4	Corneal dystrophy, Fuchs endothelial, 3	AD	613267			
TCF4	Pitt-Hopkins syndrome	AD	610954			
TCTN1	Joubert syndrome 13	AR	614173			
TCTN2	?Meckel syndrome 8	AR	613885			
TCTN2	Joubert syndrome 24	AR	616654			
TCTN3	Joubert syndrome 18	AR	614815			
TCTN3	Orofaciodigital syndrome IV	AR	258860			
TECPR2	Spastic paraplegia 49, autosomal recessive	AR	615031			
TFAP2A	Branchiooculofacial syndrome	AD	113620			
TFAP2B	Char syndrome	AD	169100			
TFAP2B	Patent ductus arteriosus 2	AD	617035			
TGFBR1	Loeys-Dietz syndrome 1	AD	609192			
TGFBR2	Loeys-Dietz syndrome 2	AD	610168			
TGIF1	Holoprosencephaly 4	AD	142946			
TH	Segawa syndrome, recessive	AR	605407			
THRA	Hypothyroidism, congenital, nongoitrous, 6	AD	614450			
TIMM8A	Mohr-Tranebjaerg syndrome	XR	304700			
TK2	?Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 3	AR	617069			
TK2	Mitochondrial DNA depletion syndrome 2 (myopathic type)	AR	609560			
TM4SF20	{Specific language impairment 5}	AD	615432			
TMCO1	Craniofacial dysmorphism, skeletal anomalies, and mental retardation syndrome	AR	213980			
TMEM165	Congenital disorder of glycosylation, type IIk	AR	614727			
TMEM216	Joubert syndrome 2	AR	608091			
TMEM216	Meckel syndrome 2	AR	603194			
TMEM237	Joubert syndrome 14	AR	614424			
TMEM5	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 10	AR	615041			
TMEM67	COACH syndrome	AR	216360			
TMEM67	Joubert syndrome 6	AR	610688			
TMEM67	Meckel syndrome 3	AR	607361			
TMEM67	Nephronophthisis 11	AR	613550			
TMEM67	{Bardet-Biedl syndrome 14, modifier of}	AR	615991			
TMEM70	Mitochondrial complex V (ATP synthase) deficiency, nuclear type 2	AR	614052			
TPP1	Ceroid lipofuscinosis, neuronal, 2	AR	204500			
TPP1	Spinocerebellar ataxia, autosomal recessive 7	AR	609270			
TRAPPC11	Muscular dystrophy, limb-girdle, type 2S	AR	615356			
TRAPPC9	Mental retardation, autosomal recessive 13	AR	613192			
TREX1	Aicardi-Goutieres syndrome 1, dominant and recessive	AD;AR	225750			
TREX1	Chilblain lupus	AD	610448			
TREX1	Vasculopathy, retinal, with cerebral leukodystrophy	AD	192315			
TRIM32	?Bardet-Biedl syndrome 11	AR	615988			
TRIM32	Muscular dystrophy, limb-girdle, type 2H	AR	254110			
TSC1	Tuberous sclerosis-1	AD	191100			
TSC2	Tuberous sclerosis-2	AD	613254			
TSEN2	Pontocerebellar hypoplasia type 2B	AR	612389			
TSEN34	?Pontocerebellar hypoplasia type 2C	AR	612390			
TSEN54	?Pontocerebellar hypoplasia type 5	AR	610204			
TSEN54	Pontocerebellar hypoplasia type 2A	AR	277470			
TSEN54	Pontocerebellar hypoplasia type 4	AR	225753			
TSPAN7	Mental retardation, X-linked 58	XR	300210			
TTC19	Mitochondrial complex III deficiency, nuclear type 2	AR	615157			
TTC37	Trichohepatoenteric syndrome 1	AR	222470			
TTC8	?Retinitis pigmentosa 51	AR	613464			
TTC8	Bardet-Biedl syndrome 8	AR	615985			
TTI2	Mental retardation, autosomal recessive 39	AR	615541			
TUBA1A	Lissencephaly 3	AD	611603			
TUBA8	Polymicrogyria with optic nerve hypoplasia	AR	613180			
TUBB4A	Dystonia 4, torsion, autosomal dominant	AD	128101			
TUBB4A	Leukodystrophy, hypomyelinating, 6	AD	612438			
TUBGCP6	Microcephaly and chorioretinopathy, autosomal recessive, 1	AR	251270			
TUFM	Combined oxidative phosphorylation deficiency 4	AR	610678			
TUSC3	Mental retardation, autosomal recessive 7	AR	611093			
TWIST1	Craniosynostosis, type 1	AD	123100			
TWIST1	Robinow-Sorauf syndrome	AD	180750			
TWIST1	Saethre-Chotzen syndrome	AD	101400			
TWIST1	Saethre-Chotzen syndrome with eyelid anomalies	AD	101400			
UBE2A	Mental retardation, X-linked syndromic, Nascimento-type	XR	300860			
UBE3A	Angelman syndrome	IC	105830			
UBE3B	Kaufman oculocerebrofacial syndrome	AR	244450			
UBR1	Johanson-Blizzard syndrome	AR	243800			
UGT1A1	Crigler-Najjar syndrome, type I	AR	218800			
UGT1A1	Crigler-Najjar syndrome, type II	AR	606785			
UGT1A1	[Gilbert syndrome]	AR	143500			
UMPS	Orotic aciduria	AR	258900			
UPF3B	Mental retardation, X-linked, syndromic 14	XR	300676			
UQCRB	Mitochondrial complex III deficiency, nuclear type 3	AR	615158			
UQCRQ	Mitochondrial complex III deficiency, nuclear type 4	AR	615159			
UROC1	?Urocanase deficiency	AR	276880			
USP9X	Mental retardation, X-linked 99	XR	300919			
USP9X	Mental retardation, X-linked 99, syndromic, female-restricted	XD	300968			
VIPAS39	Arthrogryposis, renal dysfunction, and cholestasis 2	AR	613404			
VLDLR	Cerebellar hypoplasia and mental retardation with or without quadrupedal locomotion 1	AR	224050			
VPS13B	Cohen syndrome	AR	216550			
VPS33B	Arthrogryposis, renal dysfunction, and cholestasis 1	AR	208085			
VRK1	Pontocerebellar hypoplasia type 1A	AR	607596			
WAC	Desanto-Shinawi syndrome	AD	616708			
WDPCP	?Bardet-Biedl syndrome 15	AR	615992			
WDPCP	?Congenital heart defects, hamartomas of tongue, and polysyndactyly	AR	217085			
WDR19	?Cranioectodermal dysplasia 4	AR	614378			
WDR19	?Short-rib thoracic dysplasia 5 with or without polydactyly	AR	614376			
WDR19	Nephronophthisis 13	AR	614377			
WDR19	Senior-Loken syndrome 8	AR	616307			
WDR34	Short-rib thoracic dysplasia 11 with or without polydactyly	AR	615633			
WDR35	Cranioectodermal dysplasia 2	AR	613610			
WDR35	Short-rib thoracic dysplasia 7 with or without polydactyly	AR	614091			
WDR45	Neurodegeneration with brain iron accululation 5	XD	300894			
WDR60	Short-rib thoracic dysplasia 8 with or without polydactyly	AR	615503			
WDR62	Microcephaly 2, primary, autosomal recessive, with or without cortical malformations	AR	604317			
WNT1	Osteogenesis imperfecta, type XV	AR	615220			
WNT3	?Tetra-amelia syndrome	AR	273395			
WNT4	Mullerian aplasia and hyperandrogenism	AD	158330			
WNT4	SERKAL syndrome	AR	611812			
WNT5A	Robinow syndrome, autosomal dominant 1	AD	180700			
XPA	Xeroderma pigmentosum, group A	AR	278700			
XPNPEP3	Nephronophthisis-like nephropathy 1	AR	613159			
XYLT1	Desbuquois dysplasia 2	AR	615777			
YAP1	Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or mental retardation	AD	120433			
ZBTB16	Skeletal defects, genital hypoplasia, and mental retardation	AR	612447			
ZBTB20	Primrose syndrome	AD	259050			
ZC4H2	Wieacker-Wolff syndrome	XR	314580			
ZDHHC15	?Mental retardation, X-linked 91	XD	300577			
ZDHHC9	Mental retardation, X-linked syndromic, Raymond type		300799			
ZEB2	Mowat-Wilson syndrome	AD	235730			
ZFYVE26	Spastic paraplegia 15, autosomal recessive	AR	270700			
ZIC2	Holoprosencephaly 5	AD	609637			
ZNF711	Mental retardation, X-linked 97	X	300803			
ZSWIM6	Acromelic frontonasal dysostosis	AD	603671			
