# Genepanel: BevegForst Version: 01 Date: 2016-09-05 Post-processed: 2016-10-21
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds
5	76506705	76724080	NM_003719.3	0	+	PDE8B		ENSG00000113231	ENST00000264917	76506750	76722379	76506705,76607818,76621363,76624822,76627226,76633051,76640677,76645243,76646889,76649170,76696072,76700544,76703205,76704717,76707500,76707924,76708935,76714053,76715591,76717645,76721591,76722269	76507089,76607878,76621554,76624882,76627284,76633140,76640756,76645384,76646978,76649231,76696115,76700622,76703282,76704882,76707546,76708060,76709134,76714271,76715712,76717813,76721721,76724080
22	39619684	39640957	NM_002608.2	0	-	PDGFB	SSV	ENSG00000100311	ENST00000331163	39621727	39639968	39619684,39621699,39626088,39627626,39629439,39631782,39639905	39621318,39621852,39626233,39627832,39629529,39631879,39640957
5	149493401	149535422	NM_002609.3	0	-	PDGFRB	JTK12,CD140b,PDGFR1	ENSG00000113721	ENST00000261799	149495325	149516610	149493401,149497180,149498309,149499029,149499574,149500450,149500766,149501442,149502604,149503812,149504289,149505007,149506082,149509319,149510101,149511541,149512312,149513148,149513443,149514312,149515117,149516570,149534959	149495509,149497413,149498415,149499129,149499686,149500573,149500885,149501603,149502764,149503923,149504394,149505140,149506177,149509531,149510225,149511657,149512505,149513323,149513571,149514579,149515441,149516616,149535422
X	19362010	19379825	NM_000284.3	0	+	PDHA1		ENSG00000131828	ENST00000545074	19362155	19377771	19362010,19367429,19368054,19369398,19371199,19372608,19373466,19373803,19375769,19377033,19377606	19362212,19367489,19368228,19369525,19371291,19372701,19373622,19373875,19375837,19377142,19379825
11	34937676	35017675	NM_003477.2	0	+	PDHX	E3BP,proX,PDX1,OPDX,DLDBP	ENSG00000110435	ENST00000448838	34938202	35016719	34937676,34952950,34969052,34978930,34981966,34988186,34991685,34999670,35006116,35013861,35016460	34938362,34953031,34969153,34979130,34982065,34988361,34991833,34999729,35006275,35013926,35017675
10	26986594	27035726	NM_014317.3	0	+	PDSS1	TPT,COQ1	ENSG00000148459	ENST00000376215	26986640	27035402	26986594,26991090,26993605,26994214,26998566,27009146,27012734,27012942,27024168,27024394,27031425,27035261	26986769,26991123,26993670,26994323,26998697,27009288,27012846,27013052,27024249,27024508,27031506,27035726
6	107473760	107780779	NM_020381.3	0	-	PDSS2	bA59I9.3	ENSG00000164494	ENST00000369037	107475822	107780489	107473760,107515025,107531642,107533312,107566751,107595232,107655401,107780193	107475981,107515058,107531774,107533486,107566823,107595431,107655536,107780779
20	1959401	1974931	NM_024411.4	0	-	PDYN	PENKB,ADCA	ENSG00000101327	ENST00000217305	1960968	1963730	1959401,1963601,1973229,1974556	1961604,1963749,1973289,1974931
1	2336240	2344010	NM_153818.1	0	-	PEX10	RNF69	ENSG00000157911	ENST00000288774	2337204	2343941	2336240,2337922,2338158,2339890,2341809,2343829	2337273,2338058,2338394,2340297,2341890,2344010
2	197697727	197791454	NM_024989.3	0	-	PGAP1	FLJ12377,Bst1,SPG67	ENSG00000197121	ENST00000354764	197705957	197791340	197697727,197707444,197708611,197709247,197710605,197711726,197712670,197729710,197735664,197737164,197737683,197738251,197738408,197740469,197744799,197750147,197750557,197755551,197757069,197757863,197761854,197763040,197767308,197777605,197781141,197784720,197791193	197706096,197707549,197708799,197709298,197710741,197711924,197712761,197729804,197735703,197737273,197737750,197738303,197738482,197740545,197744877,197750199,197750604,197755635,197757125,197757969,197761921,197763093,197767466,197777777,197781317,197784874,197791454
10	13319795	13342130	NM_006214.3	0	-	PHYH	PAHX,RD,PHYH1	ENSG00000107537	ENST00000263038	13320300	13342042	13319795,13322975,13325689,13330359,13333830,13336427,13337495,13340186,13341967	13320354,13323110,13325839,13330541,13333912,13336596,13337606,13340245,13342130
17	8782232	8869029	NM_001142633.2	0	-	PIK3R5	P101-PI3K,p101	ENSG00000141506	ENST00000447110	8783955	8814811	8782232,8784221,8784946,8785104,8788023,8789545,8789793,8790412,8790837,8791487,8792455,8793289,8794054,8796902,8808093,8808985,8812390,8814708,8868912	8784103,8784334,8785029,8785198,8788100,8789639,8789922,8790538,8791000,8792208,8792539,8793443,8794229,8796972,8808232,8809054,8812491,8814824,8869029
22	38507501	38577761	NM_003560.2	0	-	PLA2G6	iPLA2,PNPLA9,PARK14,iPLA2beta,NBIA2	ENSG00000184381	ENST00000332509	38508167	38565433	38507501,38508510,38509493,38511533,38512081,38516765,38519101,38522377,38524275,38525460,38528837,38530994,38535988,38539111,38541444,38565224,38577670	38508312,38508584,38509661,38511688,38512218,38516916,38519265,38522456,38524437,38525569,38529020,38531091,38536176,38539295,38541660,38565478,38577761
X	103031720	103047547	NM_000533.4	0	+	PLP1	GPM6C	ENSG00000123560	ENST00000303958	103031923	103045526	103031720,103040510,103041393,103042726,103043365,103044261,103045454	103031927,103040697,103041655,103042895,103043439,103044327,103047547
2	219135114	219211516	NM_015488.4	0	+	PNKD	DYT8,PDC,DKFZp564N1362,FPD1,MR-1,BRP17,FKSG19,TAHCCP2,KIAA1184,KIPP1184,MGC31943,PKND1	ENSG00000127838	ENST00000273077	219135258	219209704	219135114,219136103,219204505,219204751,219205450,219206256,219206703,219208222,219209177,219209530	219135325,219136272,219204621,219204864,219205509,219206349,219206867,219208309,219209293,219211516
19	7599037	7626653	NM_006702.4	0	+	PNPLA6	NTE,sws,iPLA2delta,SPG39	ENSG00000032444	ENST00000221249	7600436	7626448	7599037,7599635,7600394,7600818,7601076,7601334,7604803,7605034,7605515,7605808,7606239,7606407,7606869,7607446,7607646,7607892,7614792,7615183,7615402,7615879,7616247,7618757,7619094,7619440,7619778,7620134,7620492,7621338,7621540,7622053,7623735,7625533,7625899,7626093,7626373	7599125,7599788,7600463,7600906,7601159,7601432,7604944,7605194,7605596,7605937,7606320,7606570,7606953,7607556,7607814,7607970,7614998,7615315,7615526,7615993,7616323,7618901,7619158,7619609,7619961,7620253,7620649,7621455,7621610,7622170,7624037,7625650,7625996,7626203,7626653
15	89859535	89878026	NM_002693.2	0	-	POLG	POLG1,POLGA	ENSG00000140521	ENST00000268124	89859981	89876985	89859535,89860606,89861771,89862161,89862458,89863996,89864355,89864966,89865192,89865972,89866634,89867045,89867337,89868680,89869842,89870142,89870397,89871686,89871915,89872173,89873311,89876326,89877903	89860058,89860767,89861980,89862330,89862581,89864243,89864491,89865084,89865246,89866133,89866742,89867132,89867458,89868917,89869969,89870294,89870580,89871766,89872062,89872341,89873507,89877144,89878026
10	79734906	79789298	NM_007055.3	0	-	POLR3A	RPC1,RPC155,hRPC155	ENSG00000148606	ENST00000372371	79737235	79789165	79734906,79739898,79741185,79741911,79742410,79743677,79743962,79744927,79745660,79745830,79750811,79752954,79759738,79760733,79761954,79764473,79767459,79769294,79769621,79770228,79773407,79777332,79778919,79781303,79781617,79781902,79784306,79784728,79785379,79785851,79789121	79737384,79740031,79741317,79742076,79742575,79743770,79744056,79745098,79745743,79745917,79750925,79753125,79759876,79760852,79762066,79764646,79767624,79769433,79769749,79770298,79773548,79777474,79779023,79781440,79781780,79782142,79784461,79784900,79785517,79785987,79789298
12	106751435	106903976	NM_018082.5	0	+	POLR3B	RPC2,FLJ10388	ENSG00000013503	ENST00000228347	106751657	106903327	106751435,106757647,106760293,106760435,106763052,106763360,106770136,106772044,106773808,106786808,106799634,106804603,106820974,106824050,106826095,106827496,106830834,106831458,106838240,106848279,106850915,106853028,106857255,106889832,106890529,106895100,106897858,106903197	106751729,106757680,106760350,106760500,106763128,106763461,106770228,106772162,106773917,106786931,106799754,106804738,106821136,106824251,106826258,106827650,106830909,106831557,106838368,106848489,106851074,106853146,106857398,106889936,106890696,106895214,106898032,106903976
19	54385466	54410901	NM_002739.3	0	+	PRKCG	PKCC,MGC57564	ENSG00000126583	ENST00000263431	54385748	54410149	54385466,54386416,54387414,54392891,54393139,54394927,54395762,54396241,54396615,54401212,54401693,54403486,54403672,54403864,54406326,54407888,54409570,54409960	54385918,54386448,54387497,54393003,54393271,54395084,54395897,54396329,54396645,54401365,54401882,54403578,54403735,54404003,54406407,54407996,54409711,54410901
2	179296140	179315958	NM_003690.4	0	-	PRKRA	PACT,RAX,HSD14,DYT16	ENSG00000180228	ENST00000325748	179296823	179315757	179296140,179300871,179306336,179307993,179309148,179312231,179314968,179315692	179296981,179301046,179306431,179308111,179309227,179312313,179315138,179315958
16	29823408	29827202	NM_145239.2	0	+	PRRT2	FLJ25513,DKFZp547J199,IFITMD1,FICCA,DSPB3,PKC,EKD1	ENSG00000167371	ENST00000358758	29824375	29825959	29823408,29824310,29825653,29825948	29823644,29825254,29825786,29827202
11	112097087	112104695	NM_000317.2	0	+	PTS	PTPS	ENSG00000150787	ENST00000280362	112097166	112104278	112097087,112099316,112100930,112101348,112103885,112104154	112097249,112099396,112100953,112101405,112103956,112104695
4	17488015	17513857	NM_000320.2	0	-	QDPR	DHPR,PKU2,SDR33C1	ENSG00000151552	ENST00000281243	17488753	17513677	17488015,17492284,17493854,17503341,17506001,17510893,17513572	17488859,17492368,17493963,17503482,17506098,17510986,17513857
6	88224095	88299735	NM_020320.3	0	-	RARS2	MGC14993,MGC23778,PRO1992,dJ382I10.6,DALRD2	ENSG00000146282	ENST00000369536	88224130	88299675	88224095,88224674,88226523,88227886,88228347,88228541,88229300,88229897,88231181,88234274,88239259,88240501,88251635,88255333,88258308,88265125,88272419,88273847,88279234,88299639	88224217,88224738,88226598,88227982,88228457,88228609,88229425,88229974,88231242,88234370,88239366,88240660,88251712,88255417,88258364,88265223,88272503,88273950,88279308,88299735
2	86441119	86564777	NM_022912.2	0	-	REEP1	FLJ13110,SPG31,Yip2a	ENSG00000068615	ENST00000165698	86444222	86564633	86441119,86459747,86479079,86481816,86491087,86509292,86564601	86444233,86459925,86479193,86481937,86491164,86509365,86564777
8	42708437	42751866	NM_001160223.1	0	-	RNF170	DKFZP564A022,ADSA	ENSG00000120925	ENST00000534961	42711301	42743007	42708437,42716887,42720558,42725146,42729073,42742870,42751396	42711571,42716998,42720632,42725255,42729149,42743014,42751866
19	45988545	46000313	NM_005619.4	0	-	RTN2	NSP2,NSPL1	ENSG00000125744	ENST00000245923	45988965	46000083	45988545,45989312,45991728,45991894,45992105,45992603,45996417,45997423,45997783,45998352,46000049	45989047,45989371,45991775,45991964,45992244,45992811,45996636,45997678,45998263,45998397,46000313
13	23902961	24007867	NM_014363.5	0	-	SACS	ARSACS,KIAA0730,DKFZp686B15167,DNAJC29,SPAX6,PPP1R138	ENSG00000151835	ENST00000382298	23904274	23985378	23902961,23927923,23928657,23932473,23939304,23942540,23945216,23949257,23985358,24007753	23915829,23928015,23930146,23932620,23939416,23942626,23945304,23949408,23985879,24007867
20	35520226	35580246	NM_015474.3	0	-	SAMHD1	SBBI88,Mg11,HDDC1,MOP-5,AGS5	ENSG00000101347	ENST00000262878	35521334	35580046	35520226,35526224,35526842,35532559,35533766,35539620,35540863,35545124,35545351,35547766,35555584,35559162,35563431,35569441,35575140,35579838	35521469,35526362,35526947,35532652,35533906,35539736,35540955,35545233,35545452,35547922,35555655,35559278,35563592,35569514,35575207,35580246
4	25121626	25162204	NM_016955.3	0	-	SEPSECS	SLA/LP,SLA	ENSG00000109618	ENST00000382103	25125552	25161991	25121626,25127315,25128885,25146395,25146625,25153581,25156619,25157658,25158477,25160574,25161877	25125847,25127406,25128979,25146487,25146755,25153684,25156773,25157817,25158596,25160729,25162204
6	158530535	158589312	NM_032861.3	0	-	SERAC1	FLJ14917	ENSG00000122335	ENST00000367104	158532397	158579395	158530535,158534480,158535820,158537216,158538758,158540060,158541456,158549139,158551404,158564087,158565330,158567813,158569896,158571484,158576346,158579304,158589171	158532534,158534624,158536003,158537314,158538853,158540202,158541607,158549302,158551518,158564216,158565452,158567945,158569986,158571621,158576383,158579396,158589312
9	135136826	135230372	NM_015046.5	0	-	SETX	KIAA0625,AOA2	ENSG00000107290	ENST00000224140	135139625	135224815	135136826,135145001,135147096,135150642,135152446,135153456,135156853,135158650,135161809,135163622,135163936,135171258,135172273,135173466,135176016,135187143,135201710,135206438,135206663,135209994,135211682,135218076,135221647,135224638,135229035,135230303	135140372,135145089,135147195,135150807,135152539,135153644,135156961,135158800,135161881,135163738,135164038,135171415,135172441,135173699,135176190,135187243,135205886,135206526,135206835,135210114,135211902,135218186,135221858,135224822,135229142,135230372
7	94214535	94285521	NM_003919.2	0	-	SGCE		ENSG00000127990	ENST00000265735	94214810	94285410	94214535,94218000,94228086,94229008,94229957,94232601,94248069,94252636,94257513,94259030,94285301	94214827,94218044,94228275,94229035,94230169,94232764,94248268,94252709,94257671,94259153,94285521
5	138282409	138534065	NM_022464.4	0	-	SIL1	BAP,ULG5	ENSG00000120725	ENST00000394817	138282805	138463532	138282409,138286859,138287476,138356859,138362489,138378308,138386626,138456723,138463427,138533957	138283162,138287024,138287573,138356981,138362681,138378408,138386735,138456862,138463542,138534065
X	73641327	73753764	NM_006517.4	0	+	SLC16A2	XPCT,MCT8,MCT7	ENSG00000147100	ENST00000587091	73641472	73751388	73641327,73740824,73744193,73745584,73749047,73751167	73641902,73740969,73744644,73745728,73749276,73753764
2	228549925	228582745	NM_025243.3	0	-	SLC19A3	THTR2	ENSG00000135917	ENST00000258403	228552112	228567034	228549925,228552881,228560604,228563451,228566884,228582658	228552289,228553023,228560797,228564280,228567036,228582745
5	36606456	36688436	NM_004172.4	0	+	SLC1A3	EAAT1,GLAST,EA6	ENSG00000079215	ENST00000265113	36608525	36686371	36606456,36608430,36629551,36671130,36674150,36676993,36679728,36680496,36683965,36686166	36606837,36608706,36629689,36671335,36674193,36677286,36679962,36680691,36684100,36688436
8	42273979	42397356	NM_006749.4	0	-	SLC20A2	PiT-2,Glvr-2,Ram-1	ENSG00000168575	ENST00000342228	42275320	42329908	42273979,42286275,42287581,42294506,42296967,42302163,42317413,42320522,42323294,42329619,42396963	42275485,42286360,42287767,42295095,42297171,42302280,42317510,42320608,42323435,42330172,42397356
13	41363546	41386596	NM_014252.3	0	+	SLC25A15	ORC1,D13S327	ENSG00000102743	ENST00000338625	41367362	41383803	41363546,41367293,41373192,41379253,41381429,41382573,41383678	41363799,41367417,41373451,41379391,41381599,41382732,41386596
1	43391045	43424847	NM_006516.2	0	-	SLC2A1	DYT18,DYT9	ENSG00000117394	ENST00000426263	43392711	43424322	43391045,43393275,43394602,43394880,43395263,43395543,43396296,43396716,43408896,43424304	43392912,43393479,43394704,43394985,43395451,43395706,43396537,43396877,43408992,43424847
1	220087605	220101993	NM_018713.2	0	-	SLC30A10	DKFZp547M236,ZnT-10,ZRC1,ZNT8	ENSG00000196660	ENST00000366926	220088790	220101782	220087605,220091596,220100369,220101142	220089290,220091836,220100447,220101993
3	155544300	155572248	NM_004733.3	0	-	SLC33A1	AT-1,AT1	ENSG00000169359	ENST00000359479	155545998	155571786	155544300,155547476,155551256,155551645,155560220,155571011	155546166,155547692,155551374,155551830,155560408,155572248
8	145582275	145584948	NM_024531.4	0	+	SLC52A2	FLJ11856,PAR1,GPCR41,D15Ertd747e,RFVT2,hRFT3	ENSG00000185803	ENST00000329994	145582953	145584675	145582275,145582843,145583282,145584249,145584462	145582443,145583083,145584153,145584373,145584948
20	740723	749228	NM_033409.3	0	-	SLC52A3	bA371L19.1,hRFT2,RFVT3	ENSG00000101276	ENST00000217254	741669	746418	740723,742344,744141,745851,748940	741882,742468,744647,746469,749228
5	1392904	1445543	NM_001044.4	0	-	SLC6A3	DAT	ENSG00000142319	ENST00000270349	1394849	1443312	1392904,1401029,1403036,1406302,1409140,1409835,1411357,1414805,1416212,1420683,1421990,1432578,1441473,1443026,1445462	1394873,1401101,1403204,1406403,1409240,1409964,1411470,1414930,1416316,1420818,1422129,1432813,1441605,1443357,1445543
X	135067585	135129428	NM_006359.2	0	+	SLC9A6	NHE6,KIAA0267	ENSG00000198689	ENST00000370698	135067661	135126883	135067585,135076944,135080266,135080640,135081014,135084266,135092600,135095107,135095507,135098803,135104744,135106488,135112290,135115572,135122234,135126610	135067986,135077048,135080344,135080717,135081127,135084372,135092742,135095213,135095596,135098917,135104856,135106642,135112321,135115652,135122340,135129428
11	6411643	6416228	NM_000543.4	0	+	SMPD1	ASM	ENSG00000166311	ENST00000342245	6411828	6415837	6411643,6412613,6414445,6414846,6415125,6415427	6412146,6413386,6414617,6414923,6415271,6416228
4	90645249	90758350	NM_000345.3	0	-	SNCA	NACP,PD1,alpha-synuclein	ENSG00000145335	ENST00000394991	90647778	90756818	90645249,90650344,90743396,90749293,90756697,90758112	90647811,90650428,90743539,90749335,90756843,90758350
6	86215214	86303874	NM_020468.5	0	-	SNX14	RGS-PX2	ENSG00000135317	ENST00000346348	86215684	86303436	86215214,86216950,86217685,86223517,86223787,86224223,86227473,86227725,86235843,86237979,86239909,86243316,86246509,86251702,86252899,86253322,86256829,86257034,86257223,86258018,86259440,86267693,86281854,86282015,86283975,86303296	86215723,86217007,86217777,86223613,86223952,86224347,86227593,86227766,86235955,86238080,86239993,86243518,86246642,86251761,86253024,86253478,86256944,86257115,86257268,86258094,86259597,86267778,86281933,86282092,86284096,86303874
2	32288679	32382706	NM_014946.3	0	+	SPAST	FSP2,ADPSP,KIAA1083	ENSG00000021574	ENST00000315285	32288900	32379565	32288679,32312560,32314590,32323864,32339706,32340770,32341187,32352016,32353476,32361631,32361945,32362177,32366972,32368404,32370005,32372286,32379442	32289315,32312647,32314674,32323960,32339894,32340904,32341281,32352091,32353548,32361707,32362037,32362257,32367015,32368484,32370076,32372327,32382706
15	44854893	44955876	NM_025137.3	0	-	SPG11	FLJ21439	ENSG00000104133	ENST00000261866	44855318	44955845	44854893,44856744,44858051,44858414,44859621,44861595,44862722,44864880,44865744,44867099,44876011,44877833,44881449,44884528,44887456,44888280,44888981,44890462,44890828,44892664,44898222,44900641,44903037,44905627,44907560,44912387,44913956,44914417,44914925,44918528,44920866,44921430,44925702,44941063,44943688,44944326,44949292,44951276,44952629,44955588	44855499,44856896,44858207,44858503,44859790,44861703,44862856,44865018,44865943,44867239,44876756,44878048,44881612,44884636,44887657,44888553,44889141,44890571,44891034,44892830,44898289,44900803,44903183,44905734,44907764,44912601,44914132,44914545,44914997,44918705,44921042,44921586,44925835,44941209,44944137,44944464,44949494,44951501,44952814,44955876
13	36875774	36920646	NM_015087.4	0	-	SPG20	KIAA0610,TAHCCP1	ENSG00000133104	ENST00000438666	36878501	36909967	36875774,36886281,36886455,36888363,36900711,36903498,36905535,36909157,36920361	36878769,36886372,36886614,36888558,36900835,36903654,36905733,36909969,36920646
15	65255361	65282284	NM_016630.6	0	-	SPG21	ACP33,GL010,BM-019,MAST	ENSG00000090487	ENST00000204566	65255960	65275907	65255361,65257660,65261591,65262451,65266939,65268812,65273201,65275844,65282002	65256077,65257801,65261699,65262560,65267085,65268893,65273363,65275931,65282284
16	89574795	89624176	NM_003119.3	0	+	SPG7	CAR,SPG5C	ENSG00000197912	ENST00000268704	89574825	89623501	89574795,89576897,89579355,89590413,89592736,89595884,89597090,89598311,89598870,89611055,89613065,89614410,89616901,89619386,89620201,89620893,89623294	89575008,89577000,89579445,89590655,89592876,89595987,89597216,89598474,89599044,89611180,89613168,89614521,89617017,89619543,89620368,89620971,89624176
2	73114511	73119289	NM_003124.4	0	+	SPR	SDR38C1	ENSG00000116096	ENST00000234454	73114561	73118666	73114511,73115442,73118475	73114865,73115733,73119289
11	66452719	66488870	NM_006946.2	0	-	SPTBN2		ENSG00000173898	ENST00000309996	66453341	66488711	66452719,66453868,66454464,66454897,66455338,66455474,66455639,66456123,66456566,66457275,66457509,66458754,66460006,66460440,66460656,66461242,66461609,66463747,66466109,66466462,66466876,66467996,66469054,66472068,66473154,66474986,66475611,66476372,66478052,66478387,66481101,66481561,66481786,66482692,66483300,66488554,66488820	66453575,66453911,66454638,66455118,66455389,66455550,66455782,66456320,66456651,66457414,66457754,66459129,66460211,66460571,66460917,66461332,66461834,66464011,66466256,66466553,66467079,66468753,66469192,66472939,66473308,66475289,66475770,66476490,66478240,66478500,66481217,66481642,66481878,66482866,66483452,66488733,66488870
16	730110	732768	NM_005861.3	0	+	STUB1	UBOX1,CHIP,SDCCAG7,HSPABP2,NY-CO-7	ENSG00000103266	ENST00000219548	730525	732489	730110,731151,731437,731792,732019,732164,732363	730684,731350,731603,731880,732076,732281,732768
12	56391042	56399309	NM_000456.2	0	+	SUOX		ENSG00000139531	ENST00000394115	56396005	56398811	56391042,56391398,56393116,56395995,56396326,56397401	56391123,56391507,56393242,56396055,56396504,56399309
6	152442818	152957986	NM_033071.3	0	-	SYNE1	SYNE-1B,KIAA0796,8B,Nesprin-1,enaptin,MYNE1,CPG2,dJ45H2.2,SCAR8,ARCA1,Nesp1	ENSG00000131018	ENST00000423061	152443570	152949466	152442818,152451854,152453256,152454410,152456238,152457752,152461084,152462337,152464757,152466621,152469179,152470611,152472687,152473093,152476026,152477044,152485297,152497528,152501270,152510386,152522958,152527302,152529106,152532628,152534746,152536040,152539391,152540137,152541976,152542560,152545628,152546855,152551681,152552525,152553250,152554915,152555802,152557241,152557951,152560667,152563374,152565671,152570295,152576014,152576725,152577768,152583166,152589190,152590289,152599223,152602941,152605112,152614722,152615094,152621775,152623003,152629623,152630965,152631530,152631822,152637983,152639215,152639997,152642372,152642855,152644612,152646218,152647092,152647430,152650864,152655142,152657975,152660375,152665215,152668193,152671752,152673161,152674397,152674723,152675859,152679507,152680449,152683304,152685981,152688352,152690106,152690605,152694171,152697515,152697910,152702140,152706808,152708206,152711414,152712411,152716650,152717909,152719753,152720750,152722272,152725347,152728148,152730202,152730693,152734486,152737521,152740703,152746515,152748827,152749339,152751246,152751616,152754929,152757075,152762264,152763209,152765545,152768592,152770667,152771759,152772181,152774720,152776560,152777020,152779891,152782731,152783872,152784487,152786392,152787116,152792731,152793435,152804219,152805969,152809530,152819876,152823767,152826335,152831327,152832145,152832705,152841593,152847214,152861094,152949399,152957772	152443811,152451913,152453349,152454623,152456367,152457953,152461296,152462464,152464900,152466690,152469513,152470803,152472825,152473276,152476177,152477232,152485460,152497695,152501429,152510542,152523084,152527497,152529341,152532723,152534894,152536195,152539538,152540320,152542181,152542694,152545799,152547011,152551837,152552702,152553400,152555098,152555935,152557438,152558083,152560841,152563575,152565791,152570397,152576224,152576881,152577900,152583323,152589300,152590421,152599415,152603115,152605307,152614884,152615262,152621916,152623198,152629763,152631152,152631653,152632008,152638121,152639398,152640150,152642525,152643021,152644872,152646437,152647237,152647768,152653025,152655408,152658152,152660501,152665362,152668370,152671905,152673488,152674568,152674879,152676111,152679672,152680593,152683458,152686154,152688517,152690262,152690749,152694354,152697693,152698047,152702497,152706973,152708516,152711587,152712703,152716806,152718115,152719866,152720958,152722476,152725449,152728331,152730361,152730844,152734666,152738150,152740857,152746682,152748951,152749527,152751345,152751844,152755080,152757236,152762405,152763380,152765713,152768757,152770776,152771968,152772340,152774855,152776725,152777179,152780065,152782875,152784025,152784652,152786595,152787213,152792900,152793548,152804384,152806107,152809638,152819927,152823877,152826532,152831506,152832238,152832726,152841677,152847310,152861156,152949689,152957986
X	70586088	70685855	NM_004606.4	0	+	TAF1	NSCL2,TAFII250,KAT4,DYT3/TAF1	ENSG00000147133	ENST00000373790	70586164	70683896	70586088,70587348,70587903,70595016,70596799,70597452,70598084,70598673,70601592,70602385,70602610,70602840,70603811,70604794,70607110,70608086,70608587,70609434,70612418,70612724,70613150,70613916,70617102,70618421,70621377,70626487,70627423,70627823,70641158,70642966,70643823,70644003,70674019,70674590,70678090,70679401,70680475,70683673	70586344,70587463,70588020,70595136,70597041,70597671,70598303,70598881,70601769,70602513,70602718,70603014,70603985,70604899,70607311,70608228,70608718,70609515,70612568,70612844,70613326,70614095,70617316,70618587,70621589,70626596,70627522,70628001,70641226,70643089,70643916,70644088,70674087,70674707,70678216,70679558,70680653,70685855
14	90422245	90511108	NM_018319.3	0	+	TDP1	FLJ11090,SCAN1	ENSG00000042088	ENST00000335725	90429458	90509487	90422245,90422921,90429451,90432490,90433710,90437518,90442124,90446883,90450859,90451475,90455248,90456060,90458260,90459719,90485659,90499449,90509413	90422314,90423144,90430017,90432534,90433766,90437615,90442159,90446976,90451027,90451554,90455434,90456109,90458327,90459827,90485762,90499558,90511108
14	102829299	102968818	NM_014844.3	0	+	TECPR2		ENSG00000196663	ENST00000359520	102843058	102964594	102829299,102842986,102873674,102874824,102880972,102891315,102894586,102898132,102900571,102904358,102906772,102909983,102912142,102915965,102916896,102918730,102931477,102963315,102963906,102964439	102829453,102843277,102873803,102874956,102881130,102891628,102894719,102898465,102901548,102904542,102906946,102910164,102912284,102916206,102916986,102918964,102931626,102963457,102964056,102968818
20	2361553	2413399	NM_198994.2	0	+	TGM6	dJ734P14.3,TGY,SCA35	ENSG00000166948	ENST00000202625	2361614	2413289	2361553,2375097,2375839,2377151,2378563,2380206,2380951,2384042,2384226,2397877,2411091,2411539,2413135	2361621,2375271,2376082,2377270,2378692,2380384,2381090,2384146,2384469,2398219,2411246,2411673,2413399
11	2185158	2193035	NM_199292.2	0	-	TH	DYT5b	ENSG00000180176	ENST00000381178	2185462	2193016	2185158,2186461,2186897,2187231,2187709,2187862,2188116,2188664,2189095,2189320,2189720,2190879,2191919,2192914	2185622,2186595,2186993,2187288,2187779,2187998,2188262,2188715,2189163,2189409,2189895,2191101,2192000,2193035
8	42691816	42698474	NM_018105.2	0	-	THAP1	FLJ10477,4833431A01Rik	ENSG00000131931	ENST00000254250	42693104	42698237	42691816,42694328,42698166	42693479,42694524,42698474
X	100600643	100603957	NM_004085.3	0	-	TIMM8A	DDP,MTS	ENSG00000126953	ENST00000372902	100601486	100603652	100600643,100603520	100601648,100603957
1	1470157	1475740	NM_001114748.1	0	-	TMEM240		ENSG00000205090	ENST00000378733	1470738	1475726	1470157,1470968,1475063,1475669	1470887,1471177,1475170,1475740
8	94767071	94830347	NM_153704.5	0	+	TMEM67	MGC26979,JBTS6,NPHP11	ENSG00000164953	ENST00000453321	94767142	94828680	94767071,94768005,94770710,94776069,94777633,94777799,94784816,94792820,94793101,94793885,94794622,94797449,94798450,94800071,94803490,94805425,94807636,94808128,94809361,94809558,94811845,94815831,94816989,94821067,94821284,94822012,94827532,94828599	94767365,94768094,94770804,94776169,94777703,94777874,94784879,94792975,94793210,94793972,94794688,94797606,94798574,94800177,94803547,94805524,94807735,94808215,94809461,94809698,94811986,94815912,94817106,94821184,94821389,94822115,94827675,94830347
9	132575220	132586441	NM_000113.2	0	-	TOR1A	DQ2	ENSG00000136827	ENST00000351698	132576250	132586364	132575220,132580798,132581023,132584859,132586186	132576501,132580926,132581199,132585125,132586441
11	6633996	6640692	NM_000391.3	0	-	TPP1		ENSG00000166340	ENST00000299427	6635776	6640631	6633996,6636096,6636401,6636672,6637235,6637545,6637891,6638205,6638531,6638856,6640006,6640426,6640614	6635917,6636222,6636560,6636793,6637305,6637734,6638090,6638384,6638659,6639007,6640146,6640498,6640692
3	12526009	12574820	NM_025265.3	0	+	TSEN2	SEN2,SEN2L,MGC2776	ENSG00000154743	ENST00000284995	12531299	12574220	12526009,12531282,12533634,12538016,12544760,12546652,12558109,12560557,12570386,12571260,12573068,12574160	12526379,12531488,12533716,12538053,12545283,12546730,12558160,12560696,12570423,12571372,12573158,12574820
17	73512608	73520820	NM_207346.2	0	+	TSEN54	SEN54,SEN54L	ENSG00000182173	ENST00000333213	73512641	73520493	73512608,73512826,73513089,73513241,73513637,73515075,73517489,73517785,73519355,73519743,73520342	73512697,73512991,73513153,73513325,73513736,73515128,73517591,73518414,73519416,73519860,73520820
