# Genepanel: Mitokon Version: 02 Date: 2016-08-18
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds
10	120900424	120925204	NM_213649.1	0	-	SFXN4		ENSG00000183605	ENST00000355697	120900753	120925159	120900424,120905747,120907286,120914573,120916189,120917179,120917382,120917520,120919239,120920426,120920566,120921851,120923642,120925048	120900831,120905865,120907372,120914689,120916268,120917245,120917439,120917574,120919265,120920481,120920593,120921926,120923708,120925204
1	169433148	169455208	NM_006996.2	0	-	SLC19A2	THTR1	ENSG00000117479	ENST00000236137	169435086	169455004	169433148,169437348,169437881,169439201,169446392,169454800	169435215,169437490,169438074,169439424,169446995,169455208
2	228549925	228582745	NM_025243.3	0	-	SLC19A3	THTR2	ENSG00000135917	ENST00000258403	228552112	228567034	228549925,228552881,228560604,228563451,228566884,228582658	228552289,228553023,228560797,228564280,228567036,228582745
22	19163087	19166376	NM_005984.4	0	-	SLC25A1	CTP	ENSG00000100075	ENST00000215882	19163642	19166186	19163087,19163933,19164090,19164358,19164632,19165239,19165454,19165645,19166092	19163757,19164007,19164206,19164463,19164717,19165378,19165554,19165753,19166376
2	172639914	172750816	NM_003705.4	0	-	SLC25A12	Aralar	ENSG00000115840	ENST00000422440	172641783	172750724	172639914,172644080,172644298,172647960,172650136,172666115,172666733,172669848,172671630,172683307,172690472,172691236,172693630,172700878,172712343,172725190,172749714,172750712	172641985,172644171,172644457,172648099,172650277,172666196,172666786,172670007,172671712,172683392,172690566,172691375,172693777,172701018,172712459,172725333,172749768,172750816
7	95749531	95951459	NM_014251.2	0	-	SLC25A13	CITRIN,ARALAR2	ENSG00000004864	ENST00000416240	95750502	95951268	95749531,95750966,95751150,95761054,95775867,95799356,95800783,95813588,95814238,95818605,95818892,95820420,95822348,95838149,95864113,95906507,95926209,95951253	95750689,95751057,95751309,95761193,95776008,95799437,95800836,95813747,95814323,95818690,95818986,95820559,95822495,95838289,95864229,95906650,95926263,95951459
13	41363546	41386596	NM_014252.3	0	+	SLC25A15	ORC1,D13S327	ENSG00000102743	ENST00000338625	41367362	41383803	41363546,41367293,41373192,41379253,41381429,41382573,41383678	41363799,41367417,41373451,41379391,41381599,41382732,41386596
17	73269060	73285530	NM_021734.4	0	-	SLC25A19	DNC,MUP1,TPC	ENSG00000125454	ENST00000580994	73269531	73282845	73269060,73273433,73274232,73279503,73282384,73282713,73284468,73285434	73269720,73273564,73274416,73279674,73282540,73282883,73284542,73285530
3	48894355	48936426	NM_000387.5	0	-	SLC25A20	CAC	ENSG00000178537	ENST00000319017	48895142	48936227	48894355,48895939,48896524,48896987,48899974,48916790,48921429,48929412,48936122	48895205,48896064,48896634,48897060,48900092,48916881,48921557,48929505,48936426
11	790474	796263	NM_024698.5	0	-	SLC25A22	GC1,FLJ13044,NET44,EIEE3	ENSG00000177542	ENST00000320230	791914	795006	790474,792141,792303,792552,792869,793528,794457,794775,794986,796042	792068,792217,792458,792727,792988,793619,794513,794901,795169,796263
3	66119284	66429351	NM_173471.3	0	+	SLC25A26		ENSG00000144741	ENST00000354883	66271520	66428231	66119284,66271167,66286967,66293626,66312474,66313755,66396787,66413283,66419901,66420952,66428113	66119659,66271553,66287124,66293736,66312579,66313803,66396832,66413353,66419966,66421026,66429351
12	98987402	98995778	NM_005888.3	0	+	SLC25A3		ENSG00000075415	ENST00000228318	98987756	98995306	98987402,98987752,98989210,98991633,98992299,98993732,98994948,98995145	98987518,98987913,98989335,98991813,98992481,98993905,98995059,98995778
3	39424814	39438819	NM_017875.2	0	+	SLC25A38	FLJ20551	ENSG00000144659	ENST00000273158	39425215	39438011	39424814,39430985,39431913,39432931,39433343,39435900,39437888	39425284,39431107,39431998,39433111,39433512,39436067,39438819
4	186064416	186071538	NM_001151.3	0	+	SLC25A4	T1	ENSG00000151729	ENST00000281456	186064526	186068125	186064416,186065917,186066912,186067967	186064637,186066404,186067053,186071538
5	110074694	110100861	NM_138773.2	0	+	SLC25A46		ENSG00000164209	ENST00000355943	110074820	110097482	110074694,110077747,110079430,110081969,110083863,110091164,110092401,110096903	110075103,110077790,110079488,110082047,110083964,110091221,110092459,110100861
13	48516790	48575462	NM_003850.2	0	-	SUCLA2		ENSG00000136143	ENST00000378654	48517505	48575405	48516790,48523074,48523617,48528274,48528530,48542729,48547398,48562675,48563016,48570977,48575315	48517580,48523163,48523738,48528417,48528692,48542868,48547527,48562838,48563116,48571158,48575462
2	84650646	84686586	NM_003849.3	0	-	SUCLG1		ENSG00000163541	ENST00000393868	84650869	84686393	84650646,84652538,84658631,84660475,84668170,84668370,84670407,84676772,84686296	84650896,84652727,84658783,84660559,84668228,84668583,84670524,84676876,84686586
9	136218659	136223361	NM_003172.3	0	-	SURF1		ENSG00000148290	ENST00000371974	136218767	136223329	136218659,136218915,136219300,136219548,136220603,136221513,136221678,136223123,136223275	136218837,136218997,136219463,136219621,136220795,136221596,136221812,136223175,136223361
17	61678230	61685725	NM_016360.3	0	+	TACO1		ENSG00000136463	ENST00000258975	61678442	61685362	61678230,61681893,61683672,61684646,61685161	61678722,61682000,61683800,61684824,61685725
1	150459839	150480085	NM_025150.4	0	+	TARS2	FLJ12528	ENSG00000143374	ENST00000369064	150459926	150479540	150459839,150460333,150461439,150463076,150463869,150464073,150464886,150468957,150469285,150470005,150470977,150471372,150471691,150476810,150477107,150477381,150478066,150479391	150459992,150460530,150461563,150463201,150463987,150464138,150464965,150469104,150469384,150470223,150471140,150471510,150471769,150476911,150477209,150477454,150478181,150480085
X	153639853	153650063	NM_000116.4	0	+	TAZ	BTHS,XAP-2,G4.5,TAZ1	ENSG00000102125	ENST00000299328	153640180	153649343	153639853,153640422,153641543,153641818,153642437,153647881,153648043,153648370,153648550,153648996,153649241	153640289,153640551,153641589,153641904,153642527,153647962,153648085,153648433,153648603,153649074,153650063
X	100600643	100603957	NM_004085.3	0	-	TIMM8A	DDP,MTS	ENSG00000126953	ENST00000372902	100601486	100603652	100600643,100603520	100601648,100603957
16	66541905	66584315	NM_004614.4	0	-	TK2	SCA31	ENSG00000166548	ENST00000299697	66545870	66583964	66541905,66547633,66551038,66551691,66562896,66565282,66570866,66575781,66582880,66583840	66545969,66547714,66551118,66551780,66562970,66565372,66570920,66575856,66582912,66584315
11	85358962	85367597	NM_032273.3	0	+	TMEM126A	DKFZp586C1924,OPA7	ENSG00000171202	ENST00000304511	85361299	85367545	85358962,85361292,85365106,85366637,85367352	85359133,85361385,85365300,85366752,85367597
8	74888376	74895018	NM_017866.5	0	+	TMEM70	FLJ20533	ENSG00000175606	ENST00000312184	74888516	74893856	74888376,74890990,74893389	74888726,74891096,74895018
7	144149033	144533146	NM_022445.3	0	-	TPK1	HTPK1,PP20	ENSG00000196511	ENST00000360057	144150637	144532695	144149033,144245583,144288515,144320258,144345899,144380001,144462972,144532652,144533059	144150756,144245695,144288662,144320354,144345972,144380071,144463044,144532711,144533146
1	40306705	40349177	NM_017646.4	0	-	TRIT1	FLJ20061,IPT	ENSG00000043514	ENST00000316891	40307415	40349163	40306705,40309772,40310202,40312891,40313219,40313657,40315790,40318402,40319641,40322946,40348989	40307585,40309890,40310312,40312969,40313332,40313769,40315933,40318548,40319738,40323089,40349177
14	61438166	61447797	NM_020810.3	0	-	TRMT5	TRM5	ENSG00000126814	ENST00000261249	61441826	61447691	61438166,61442192,61444231,61445948,61447680	61441912,61442844,61444356,61446604,61447797
22	46731297	46753237	NM_018006.4	0	+	TRMU	FLJ10140,MTO2	ENSG00000100416	ENST00000290846	46731661	46752903	46731297,46733675,46739158,46742318,46746187,46748017,46748160,46749663,46751340,46751886,46752738	46731743,46733841,46739265,46742441,46746360,46748071,46748227,46749764,46751485,46751969,46753237
3	3168599	3190706	NM_182916.2	0	+	TRNT1	MtCCA,CGI-47,CCA1	ENSG00000072756	ENST00000251607	3170724	3189838	3168599,3170697,3178943,3182193,3186267,3188113,3189133,3189589	3168674,3170872,3179137,3182332,3186394,3188307,3189387,3190706
12	58176527	58191370	NM_001172696.1	0	+	TSFM	EF-Tsmt,EF-TS	ENSG00000123297	ENST00000323833	58176584	58190366	58176527,58176892,58179945,58180822,58185747,58186768,58189959	58176641,58177066,58180074,58180945,58185810,58186856,58191370
17	15902693	15932723	NM_017775.3	0	+	TTC19	FLJ20343,MGC19520	ENSG00000011295	ENST00000261647	15903162	15930836	15902693,15903431,15905228,15906106,15907144,15907514,15909787,15928330,15929853,15930687	15903346,15903559,15905339,15906145,15907201,15907576,15909882,15928485,15930016,15932723
16	28853731	28857729	NM_003321.4	0	-	TUFM	EFTu,EF-TuMT,EFTU	ENSG00000178952	ENST00000313511	28854295	28857590	28853731,28855056,28855270,28855550,28855739,28856018,28856271,28856634,28857232,28857538	28854469,28855176,28855422,28855655,28855872,28856183,28856376,28856801,28857427,28857729
22	36863092	36877687	NM_012473.3	0	-	TXN2	MT-TRX	ENSG00000100348	ENST00000416967	36863850	36876884	36863092,36872779,36876621,36877610	36863964,36872903,36876884,36877687
22	50964180	50968514	NM_001953.4	0	-	TYMP		ENSG00000025708	ENST00000252029	50964198	50968138	50964180,50964429,50964674,50965004,50965593,50966016,50966940,50967564,50967924,50968332	50964347,50964570,50964905,50965167,50965712,50966146,50967039,50967767,50968148,50968514
6	33664537	33679528	NM_032340.3	0	-	UQCC2	MGC14833,bA6B20.2,M19,Cbp6	ENSG00000137288	ENST00000607484	33665429	33679463	33664537,33668220,33669122,33679325	33665527,33668290,33669197,33679528
8	97238903	97247862	NM_006294.4	0	-	UQCRB	QP-C,QCR7,UQCR6	ENSG00000156467	ENST00000287022	97243282	97247758	97238903,97244001,97245383,97247739	97243360,97244168,97245455,97247862
16	21964608	21994668	NM_003366.2	0	+	UQCRC2	QCR2,UQCR2	ENSG00000140740	ENST00000268379	21964744	21994492	21964608,21968555,21968737,21969855,21973780,21974081,21976728,21979948,21982845,21983243,21985216,21987487,21991867,21994408	21964777,21968639,21968887,21969920,21973837,21974206,21976826,21980006,21982941,21983443,21985297,21987564,21992021,21994668
5	132202318	132204536	NM_014402.4	0	+	UQCRQ	QP-C,QCR8,UQCR7	ENSG00000164405	ENST00000378670	132202573	132203274	132202318,132202560,132203179	132202379,132202727,132204536
6	30882107	30894235	NM_001167734.1	0	+	VARS2	DKFZP434L1435,KIAA1885,G7a	ENSG00000137411	ENST00000541562	30882188	30893987	30882107,30882581,30882932,30883131,30883522,30883757,30883928,30884654,30884881,30885471,30886603,30887534,30887865,30888109,30888444,30888841,30889006,30889365,30889701,30889892,30890226,30890482,30890674,30890880,30891129,30892130,30893050,30893320,30893656,30893885	30882246,30882814,30883014,30883232,30883644,30883824,30884026,30884736,30885001,30885583,30886692,30887625,30887993,30888213,30888526,30888918,30889082,30889468,30889772,30890018,30890331,30890551,30890753,30891008,30891282,30892337,30893162,30893496,30893785,30894235
X	48932091	48958059	NM_007075.3	0	-	WDR45	JM5,WIPI4,NBIA5	ENSG00000196998	ENST00000356463	48932461	48935754	48932091,48932794,48933022,48933203,48933524,48934088,48934303,48935301,48935495,48935699,48957142,48957987	48932571,48932940,48933124,48933412,48933604,48934183,48934412,48935406,48935570,48935771,48957492,48958059
4	6271576	6304992	NM_006005.3	0	+	WFS1	DIDMOAD,WFS	ENSG00000109501	ENST00000226760	6279182	6304195	6271576,6279177,6288819,6290713,6292923,6293643,6296767,6302383	6271741,6279414,6288902,6290858,6293094,6293724,6296916,6304992
16	78133309	79246564	NM_016373.3	0	+	WWOX	FOR,WOX1,SDR41C1	ENSG00000186153	ENST00000566780	78133675	79245693	78133309,78142319,78143674,78148872,78198079,78420756,78458766,78466384,79245504	78133782,78142384,78143732,78149051,78198186,78420845,78458952,78466649,79246564
12	32899477	32908887	NM_001040436.2	0	-	YARS2	FLJ13995,CGI-04,mt-TyrRS	ENSG00000139131	ENST00000324868	32900137	32908808	32899477,32902870,32903652,32906851,32908029	32900297,32903041,32903808,32907019,32908887
