# Genepanel: CortikalMalf Version: 02 Date: 2016-06-22 Post-processed: 2016-06-30 Genes removed: 2016-10-24
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds
22	18593452	18614498	NM_018943.2	0	+	TUBA8		ENSG00000183785	ENST00000330423	18593631	18613903	18593452,18604245,18606922,18609120,18613609	18593634,18604468,18607071,18609801,18614498
6	30687977	30693203	NM_178014.3	0	+	TUBB	OK/SW-cl.56,MGC16435,M40,Tubb5	ENSG00000196230	ENST00000327892	30688283	30692174	30687977,30690313,30690694,30691116	30688340,30690422,30690805,30693203
19	6494329	6502595	NM_006087.3	0	-	TUBB4A	beta-5	ENSG00000104833	ENST00000540257	6495174	6502223	6494329,6501297,6501525,6502166	6496232,6501408,6501634,6502595
17	40761357	40767256	NM_001070.4	0	+	TUBG1	TUBGCP1	ENSG00000131462	ENST00000251413	40761755	40767059	40761357,40762125,40762440,40764092,40764444,40764964,40765664,40765866,40766277,40766513,40766861	40761804,40762238,40762608,40764161,40764524,40765091,40765751,40766016,40766430,40766675,40767256
15	43663256	43699293	NM_014444.3	0	+	TUBGCP4	76P,FLJ14797	ENSG00000137822	ENST00000564079	43663552	43697412	43663256,43668295,43668700,43669211,43670044,43672281,43675500,43677988,43678403,43687304,43687780,43689411,43690238,43692241,43693913,43695880,43696610,43697399	43663630,43668424,43668823,43669265,43670101,43672361,43675702,43678154,43678528,43687355,43687886,43689519,43690377,43692419,43694048,43695997,43696750,43699293
22	50656117	50683400	NM_020461.3	0	-	TUBGCP6	GCP6,KIAA1669,DJ402G11.6	ENSG00000128159	ENST00000439308	50656164	50682888	50656117,50656346,50656617,50656916,50657131,50657496,50657716,50658072,50658385,50658679,50660456,50660882,50662569,50662760,50662939,50664222,50664478,50664715,50665161,50665427,50666335,50667832,50671744,50678632,50682147	50656256,50656546,50656831,50657049,50657326,50657638,50657885,50658220,50658444,50660303,50660531,50661021,50662685,50662849,50663021,50664372,50664618,50664807,50665271,50665506,50666457,50668006,50671955,50678796,50683400
9	2621792	2654485	NM_003383.3	0	+	VLDLR	CARMQ1,CHRMQ1,VLDLRCH	ENSG00000147852	ENST00000382100	2622189	2653868	2621792,2635452,2639858,2641376,2643159,2643627,2643836,2644733,2644956,2645573,2646333,2647473,2648207,2648668,2650369,2651414,2651873,2652779,2653832	2622271,2635572,2639981,2641499,2643531,2643750,2643959,2644853,2645082,2645745,2646552,2647592,2648347,2648810,2650516,2651498,2651954,2652949,2654485
8	100025493	100889814	NM_017890.4	0	+	VPS13B		ENSG00000132549	ENST00000358544	100026016	100887894	100025493,100025987,100050650,100108539,100115180,100123325,100127927,100133404,100146859,100147242,100147823,100148892,100155201,100160068,100168776,100182266,100205103,100286425,100287308,100396435,100403784,100443764,100454628,100479641,100493826,100513914,100515063,100519997,100523331,100533126,100568677,100587885,100589717,100654038,100673581,100711752,100729398,100732572,100733090,100779001,100789002,100790909,100796542,100821602,100829767,100830678,100830940,100831639,100832148,100833521,100836059,100844596,100847424,100847766,100861003,100865678,100871531,100874003,100880516,100883012,100883675,100887645	100025575,100026163,100050794,100108660,100115348,100123507,100128102,100133673,100146955,100147365,100147961,100148980,100155393,100160238,100168971,100182391,100205285,100286560,100287482,100396545,100403932,100443892,100454863,100479862,100494030,100514086,100515178,100520139,100523740,100533238,100568881,100588012,100589861,100654726,100673719,100712160,100729601,100732780,100733275,100779198,100789184,100791259,100796704,100821758,100830031,100830762,100831116,100831810,100832350,100833710,100836206,100844880,100847552,100847966,100861122,100866484,100871708,100874174,100880693,100883115,100883925,100889814
17	411907	618096	NM_001128159.2	0	-	VPS53	FLJ10979,HCCS1	ENSG00000141252	ENST00000437048	422367	617949	411907,423065,424840,436081,440267,455111,456619,463665,465742,489509,505034,526772,530413,531327,534789,556530,559077,565048,600657,602570,613772,617862	422538,423170,424978,436151,440416,455190,456702,463813,465985,489604,505136,526914,530556,531471,534868,556650,559193,565135,600724,602620,613853,618096
14	97263683	97347951	NM_003384.2	0	+	VRK1		ENSG00000100749	ENST00000216639	97299808	97347545	97263683,97299803,97304098,97312431,97313593,97319167,97319410,97321560,97322466,97322864,97326893,97342366,97347513	97263784,97299968,97304154,97312501,97313681,97319276,97319503,97321693,97322587,97322923,97327072,97342457,97347951
19	36545782	36596012	NM_001083961.1	0	+	WDR62	DKFZP434J046,FLJ33298	ENSG00000075702	ENST00000401500	36545873	36595930	36545782,36549681,36550869,36556859,36557158,36558207,36558729,36562457,36564243,36572334,36573964,36575554,36577588,36579939,36580086,36581346,36582101,36582303,36583590,36584932,36587928,36590300,36591649,36592115,36592565,36592915,36593638,36593849,36594057,36594244,36595419,36595669	36546050,36549773,36550932,36556917,36557329,36558345,36558912,36562618,36564433,36572472,36574143,36575646,36577714,36580007,36580208,36581422,36582213,36582367,36583713,36585066,36587981,36590519,36591777,36592219,36592676,36593053,36593753,36593976,36594109,36594883,36595577,36596012
